id	lemma	pos	synset	synset_lemma	definition	example
IT2082	odio	noun	Synset('omw-iwn-07546465-n')	['odio']	sentimento di forte ostilità nei confronti di qualcuno, tanto da desiderarne il male	[]
IT3424	crudele	adjective	Synset('omw-iwn-01263013-a')	['tristo', 'feroce', 'empio', 'crudo', 'perverso', 'terribile', 'perfido', 'scellerato', 'crudele', 'malvagio', 'disumano', 'selvaggio']	malvagio	[]
IT3905	andare	verb	Synset('omw-iwn-02659763-v')	['calzare', 'andare']	essere adatto, calzare	[]
IT3905	andare	verb	Synset('omw-iwn-00358431-v')	"['decedere', 'passare a miglior vita', 'andare in cielo', 'andare al Creatore', ""andare all'altro mondo"", 'andare', 'finire', 'trapassare', 'crepare', 'schiantare', 'mancare', 'dipartirsi', 'morire']"	venir meno, morire	[]
IT2695	maiale	noun	Synset('omw-iwn-07668702-n')	['maiale']	la carne di maiale come cibo	[]
IT2695	maiale	noun	Synset('omw-iwn-02395406-n')	['porco', 'maiale', 'suino']	mammifero onnivoro, domestico, allevato per la sua carne	[]
IT2695	maiale	noun	Synset('omw-iwn-10179649-n')	['sporcaccione', 'maiale', 'porco', 'sudicione']	persona sporca in senso materiale o morale	[]
IT1307	basso	adjective	Synset('omw-iwn-01951008-a')	['basso']	poco elevato dal suolo o da un altro piano di riferimento	[]
IT1307	basso	adjective	Synset('omw-iwn-01206474-a')	['basso']	poco elevato dal suolo o da un altro piano di riferimento	[]
IT1307	basso	adjective	Synset('omw-iwn-02386612-a')	['brevilineo', 'basso']	piccolo di statura	[]
IT1307	basso	adjective	Synset('omw-iwn-01212469-a')	['basso']	poco elevato dal suolo o da un altro piano di riferimento	[]
IT2668	scopare	verb	Synset('omw-iwn-01393996-v')	['scopare', 'spazzare']	pulire i pavimenti con la scopa o altro arnese simile	[]
IT2668	scopare	verb	Synset('omw-iwn-01426397-v')	"['fare sesso', ""fare all'amore"", 'copulare', 'scopare', ""fare l'amore"", 'accoppiarsi']"	congiungersi sessualmente	[]
IT581	barone	noun	Synset('omw-iwn-09840520-n')	['barone']	nobile con titolo di barone	[]
IT581	barone	noun	Synset('omw-iwn-09840217-n')	['barone']	chi detiene un grande potere economico	[]
IT545	legale	noun	Synset('omw-iwn-09775663-n')	['legale', 'avvocato']	un professionista	[]
IT2282	indecente	adjective	Synset('omw-iwn-00689471-a')	['indecente', 'indegno', 'indecoroso']	privo di dignità e decoro	[]
IT3440	infame	adjective	Synset('omw-iwn-01984411-a')	['nefando', 'infame']	detto di persona o azione spregevole	[]
IT4342	povero	adjective	Synset('omw-iwn-02336904-a')	['esiguo', 'povero', 'scarso', 'insufficiente', 'gramo']	piccolo, scarso	[]
IT4342	povero	adjective	Synset('omw-iwn-02025498-a')	['indigente', 'misero', 'povero', 'bisognoso', 'meschino', 'bisognevole']	povero	[]
IT3665	latino	noun	Synset('omw-iwn-06962600-n')	['latino']	lingua dell'antica Roma e poi del Lazio	[]
IT3744	cieco	noun	Synset('omw-iwn-05536370-n')	['intestino-cieco', 'cieco']	tratto iniziale dell'intestino crasso	[]
IT3744	cieco	noun	Synset('omw-iwn-09860130-n')	['cieco', 'non vedente', 'orbo']	chi è privo del senso della vista	[]
IT4109	gallina	noun	Synset('omw-iwn-01792640-n')	['gallina']	femmina adulta del pollo, allevata in numerose varietà per le uova e la carne	[]
IT4644	aggressione	noun	Synset('omw-iwn-00972621-n')	['attacco', 'carica', 'aggressione', 'assalto']	la carica di un esercito ostile	[]
IT4644	aggressione	noun	Synset('omw-iwn-00964569-n')	['aggressione']	l'aggredire	[]
IT920	stronzo	noun	Synset('omw-iwn-09815188-n')	['stronzo']	persona stupida o malvagia	[]
IT920	stronzo	noun	Synset('omw-iwn-14854581-n')	['cacca', 'merda', 'stronzo', 'cacata']	escremento	[]
IT646	vittima	noun	Synset('omw-iwn-09899671-n')	['vittima']	chi perde la vita o subisce gravi danni in seguito a sventure	[]
IT646	vittima	noun	Synset('omw-iwn-09899782-n')	['vittima']	chi perde la vita o subisce gravi danni in seguito a sventure	[]
IT3441	corrotto	adjective	Synset('omw-iwn-00621100-a')	['perduto', 'corrotto', 'peccaminoso', 'vizioso']	detto di chi o cosa è moralmente corrotto e corruttibile	[]
IT3253	composto	noun	Synset('omw-iwn-14586258-n')	['mistura', 'miscellanea', 'mix', 'agglomerato', 'amalgama', 'pasticcio', 'impasto', 'mistione', 'mescola', 'melange', 'composto', 'miscela', 'misto', 'miscuglio', 'mescolanza', 'pastone']	mescolanza di due o più sostanze	[]
IT3253	composto	noun	Synset('omw-iwn-14818238-n')	['composto chimico', 'composto']		[]
IT473	teste	noun	Synset('omw-iwn-10786033-n')	['testimone', 'teste']	persona chiamata a deporre ad un processo	[]
IT3757	normale	adjective	Synset('omw-iwn-00489491-a')	['consueto', 'solito', 'abituale', 'normale', 'ordinario', 'usuale']	non caratterizzato da eventi eccezionali o da elementi insoliti o stravaganti	[]
IT3757	normale	adjective	Synset('omw-iwn-01720280-a')	['ortogonale', 'perpendicolare', 'normale']	che forma un angolo retto	[]
IT738	tempesta	noun	Synset('omw-iwn-11518494-n')	['fortunale', 'buriana', 'temporale', 'procella', 'bufera', 'burrasca', 'tempesta']	violenta tempesta di mare o di vento	[]
IT738	tempesta	noun	Synset('omw-iwn-11462526-n')	['fortunale', 'buriana', 'temporale', 'procella', 'bufera', 'burrasca', 'tempesta']	violenta tempesta di mare o di vento	[]
IT738	tempesta	noun	Synset('omw-iwn-13976322-n')	['tregenda', 'bordello', 'baraonda', 'vespaio', 'marasma', 'sarabanda', 'putiferio', 'rivoluzione', 'quarantotto', 'casino', 'pandemonio', 'tempesta']	stato di grande confusione e turbamento	[]
IT1109	boss	noun	Synset('omw-iwn-10104064-n')	['boss']	capo	[]
IT2065	sporco	noun	Synset('omw-iwn-14498096-n')	['sporcizia', 'sporco']		[]
IT3272	vaso	noun	Synset('omw-iwn-05417975-n')	['vaso', 'vaso sanguigno']		[]
IT3272	vaso	noun	Synset('omw-iwn-04522168-n')	['vaso']	recipiente di varia forma e dimensione	[]
IT3432	cattiveria	noun	Synset('omw-iwn-04827957-n')	['cattiveria']		[]
IT2256	morale	noun	Synset('omw-iwn-14374273-n')	['morale']	stato psicologico di un individuo	[]
IT2256	morale	noun	Synset('omw-iwn-06606044-n')	['morale']	insegnamento derivato da una favola o una storia	[]
IT2256	morale	noun	Synset('omw-iwn-06663617-n')	['etica', 'morale']	il complesso delle norme che regolano la vita individuale e sociale	[]
IT2256	morale	noun	Synset('omw-iwn-06159473-n')	['morale', 'etica']	branca della filosofia	[]
IT824	banda	noun	Synset('omw-iwn-04339291-n')	['lista', 'fascia', 'nastro', 'banda', 'striscia']	pezzo di materiale di forma lunga e stretta e di poco spessore	[]
IT824	banda	noun	Synset('omw-iwn-06260628-n')	['gamma di frequenza', 'gamma', 'banda di frequenza', 'banda']	intervallo compreso tra due frequenze limite o intorno a una frequenza media	[]
IT824	banda	noun	Synset('omw-iwn-02784732-n')	['banda']	striscia di stoffa applicata ad un abito, per lo più di colore diverso	[]
IT1925	signora	noun	Synset('omw-iwn-09989290-n')	['signora']	donna di condizione sociale o di comportamento nobile	[]
IT1925	signora	noun	Synset('omw-iwn-10780632-n')	['sposa', 'signora', 'moglie']	la donna sposata, con riferimento al marito	[]
IT710	bugia	noun	Synset('omw-iwn-12024176-n')	['soffione', 'tarassaco', 'dente-di-leone', 'bugia', 'pisciacane', 'piscialletto']	pianta erbacea annuale diffusa nelle regioni temperate	[]
IT1972	corte	noun	Synset('omw-iwn-03120198-n')	['corte', 'cortile']	cortile	[]
IT1972	corte	noun	Synset('omw-iwn-03877845-n')	['corte', 'palazzo reale', 'reggia']	l'abitazione del re, la sua residenza	[]
IT1972	corte	noun	Synset('omw-iwn-08051946-n')	['corte']	il sovrano, la sua famiglia e il suo seguito	[]
IT1	fango	noun	Synset('omw-iwn-14956325-n')	['mota', 'melma', 'sapropel', 'loto', 'limo', 'fanghiglia', 'fango']	impasto di materiali terrosi, ceneri vulcaniche ecc., con acqua	[]
IT1734	rifiuto	noun	Synset('omw-iwn-14857497-n')	['sporcizia', 'scarto', 'spazzatura', 'immondizia', 'pattume', 'rifiuto']	spazzatura	[]
IT1734	rifiuto	noun	Synset('omw-iwn-07205573-n')	['negazione', 'diniego', 'rifiuto']	atto del rifiutare	[]
IT4228	sequestro	noun	Synset('omw-iwn-00087218-n')	['sequestro']	il ritirare da parte dell'autorità giudiziaria oggetti incriminati o il corpo di un reato	[]
IT2431	puzza	noun	Synset('omw-iwn-05714894-n')	['zaffata', 'tanfata', 'lezzo', 'tanfo', 'fortore', 'afrore', 'puzza', 'sito', 'puzzo', 'pestilenza', 'fetore']	odore molto penetrante e sgradevole	[]
IT3175	invidia	noun	Synset('omw-iwn-00758335-n')	['gelosia', 'invidia']	maligno sentimento di astio e rammarico per la felicità, il benessere, la fortuna altrui	[]
IT4004	rumore	noun	Synset('omw-iwn-07223450-n')	['scalpore', 'rumore', 'fama']	voce, notizia che si diffonde rapidamente e universalmente	[]
IT4004	rumore	noun	Synset('omw-iwn-07223170-n')	['rumore', 'pettegolezzo', 'diceria']	notizia senza fondamento, ciarla maligna	[]
IT4004	rumore	noun	Synset('omw-iwn-07430770-n')	['rumore']	segnale elettrico che disturba	[]
IT1855	cucciolo	noun	Synset('omw-iwn-01322604-n')	['cucciolo']	piccolo del cane	[]
IT1855	cucciolo	noun	Synset('omw-iwn-01321579-n')	['cucciolo', 'piccolo']	animale giovane, nato da poco	[]
IT1356	casinò	noun	Synset('omw-iwn-02977936-n')	['casa da gioco', 'casinò']	luogo dove si gioca alla roulette e a vari giochi	[]
IT2472	dilemma	noun	Synset('omw-iwn-05686086-n')	['dilemma']	problema di difficile risoluzione	[]
IT1075	pizza	noun	Synset('omw-iwn-07873807-n')	['pizza']	focaccia fatta di farina, lievito e acqua, per lo più insaporita con pomodoro e mozzarella	[]
IT612	pesce	noun	Synset('omw-iwn-07775375-n')	['pesce']	il pesce commestibile usato come alimento	[]
IT612	pesce	noun	Synset('omw-iwn-02512053-n')	['pesce']	animale vertebrato acquatico	[]
IT1646	giornalista	noun	Synset('omw-iwn-10224578-n')	['giornalista']	professionista	[]
IT2539	accanimento	noun	Synset('omw-iwn-07516997-n')	['furore', 'accanimento']	odio intenso	[]
IT2690	porco	noun	Synset('omw-iwn-02395406-n')	['porco', 'maiale', 'suino']	mammifero onnivoro, domestico, allevato per la sua carne	[]
IT2690	porco	noun	Synset('omw-iwn-10179649-n')	['sporcaccione', 'maiale', 'porco', 'sudicione']	persona sporca in senso materiale o morale	[]
IT1302	brutto	adjective	Synset('omw-iwn-02082611-a')	['insoddisfacente', 'deludente', 'brutto']	che delude, che non soddisfa le esigenze o le aspettative	[]
IT1302	brutto	adjective	Synset('omw-iwn-01133017-a')	['brutto']	moralmente deprecabile	[]
IT1302	brutto	adjective	Synset('omw-iwn-00304949-a')	['ostile', 'brutto', 'inclemente', 'burrascoso', 'turbolento']	detto del clima e dei fenomeni atmosferici	[]
IT3116	prestito	noun	Synset('omw-iwn-13398953-n')	['prestito']	somma di denaro da restituire con gli interessi in un tempo determinato	[]
IT3116	prestito	noun	Synset('omw-iwn-01093666-n')	['prestito']	prestare qualunque tipo di oggetto o denaro	[]
IT3116	prestito	noun	Synset('omw-iwn-06293460-n')	['prestito']	vocabolo preso in prestito da un'altra lingua	[]
IT50	agente	noun	Synset('omw-iwn-09777353-n')	['agente']	chi compie determinati servizi per conto di altri	[]
IT50	agente	noun	Synset('omw-iwn-10448983-n')	['birro', 'sbirro', 'agente', 'segugio', 'agente di polizia', 'poliziotto', 'piedipiatti']	poliziotto	[]
IT50	agente	noun	Synset('omw-iwn-14778436-n')	['agente']	fattore chimico, fisico o biologico in grado di determinare una certa azione	[]
IT2176	marea	noun	Synset('omw-iwn-07402519-n')	['marea']	movimento periodico delle acque del mare il cui livello si alza e si abbassa a fasi alterne quattro volte al giorno	[]
IT1322	associazione	noun	Synset('omw-iwn-08112096-n')	['categoria', 'corporazione', 'classe', 'ordine', 'associazione']	unione di persone con medesimo ruolo e scopo	[]
IT1322	associazione	noun	Synset('omw-iwn-05771532-n')	['associazione']	il collegarsi nella mente, secondo certe affinità, di sensazioni e immagini	[]
IT1322	associazione	noun	Synset('omw-iwn-01081628-n')	['associazione']	atto di associare o di associarsi	[]
IT1322	associazione	noun	Synset('omw-iwn-08049401-n')	['categoria', 'corporazione', 'classe', 'ordine', 'associazione']	unione di persone con medesimo ruolo e scopo	[]
IT307	zucca	noun	Synset('omw-iwn-05538625-n')	['capo', 'testa', 'zucca', 'chiorba', 'capoccia', 'cranio']	negli uomini e negli animali, la parte del corpo che contiene il cervello e i principali organi di senso	[]
IT307	zucca	noun	Synset('omw-iwn-07735510-n')	['zucca']	frutto della zucca a polpa gialla e farinosa, di sapore dolciastro, che viene cucinato in vari modi	[]
IT307	zucca	noun	Synset('omw-iwn-12158443-n')	['zucca']	pianta con fusti striscianti o rampicanti e frutti sferici, globosi, grandi fino a 80 cm, commestibili	[]
IT4419	politico	adjective	Synset('omw-iwn-01814385-a')	['politico']	Che concerne la politica	[]
IT1852	tortura	noun	Synset('omw-iwn-00421437-n')	['martirio', 'sevizia', 'supplizio', 'tortura']	atto di efferata violenza fisica e morale compiuta su una persona o anche su un animale	[]
IT1033	lupo	noun	Synset('omw-iwn-09845589-n')	['lupo']	uomo malvagio	[]
IT1033	lupo	noun	Synset('omw-iwn-02106662-n')	"['cane lupo', 'pastore tedesco', 'alsaziano', 'lupo', ""lupo-d'Alsazia""]"	cane pastore di taglia grossa, di colore scuro con focature regolari più chiare, impiegato anche per la difesa e per la guardia	[]
IT1033	lupo	noun	Synset('omw-iwn-02114100-n')	['lupo']	costellazione	[]
IT3159	membro	noun	Synset('omw-iwn-03081021-n')	['membro', 'elemento', 'costituente', 'componente']	parte di un'entità	[]
IT2169	portiere	noun	Synset('omw-iwn-09895701-n')	['portinaio', 'portiere']	chi custodisce la porta negli edifici di abitazione	[]
IT2169	portiere	noun	Synset('omw-iwn-10134001-n')	['portiere']	chi gioca stando a difesa della porta	[]
IT1275	boia	noun	Synset('omw-iwn-10069427-n')	['giustiziere', 'carnefice', 'boia']	chi esegue materialmente una condanna capitale	[]
IT918	bastardo	noun	Synset('omw-iwn-01327322-n')	['incrocio', 'ibrido', 'bastardo', 'mezzosangue', 'sangue-misto', 'meticcio']	animale o pianta nati da incrocio di razze	[]
IT918	bastardo	noun	Synset('omw-iwn-09842823-n')	['bastardo', 'figlio-naturale', 'illegittimo']	persona di nascita illegittima	[]
IT1277	cattivo	noun	Synset('omw-iwn-09831962-n')	['cattivo', 'malvagio']	persona cattiva	[]
IT2251	etica	noun	Synset('omw-iwn-06159473-n')	['morale', 'etica']	branca della filosofia	[]
IT2251	etica	noun	Synset('omw-iwn-06663617-n')	['etica', 'morale']	il complesso delle norme che regolano la vita individuale e sociale	[]
IT205	immondizia	noun	Synset('omw-iwn-14857497-n')	['sporcizia', 'scarto', 'spazzatura', 'immondizia', 'pattume', 'rifiuto']	spazzatura	[]
IT4366	mediocre	noun	Synset('omw-iwn-10569179-n')	['mediocrità', 'mediocre']	persona che non si distingue in nessun modo	[]
IT2314	arrogante	adjective	Synset('omw-iwn-01889819-a')	['tracotante', 'presuntuoso', 'altezzoso', 'arrogante', 'spavaldo', 'supponente']	che è arrogante	[]
IT4067	sega	noun	Synset('omw-iwn-03996145-n')	['sega']	utensile costituito da una lama di acciaio dentata	[]
IT42	abuso	noun	Synset('omw-iwn-00735832-n')	['arbitrio', 'abuso', 'prevaricazione']	atto d'abuso	[]
IT42	abuso	noun	Synset('omw-iwn-00947719-n')	['abuso']	uso eccessivo	[]
IT2113	sedere	noun	Synset('omw-iwn-05559256-n')	['deretano', 'fondo schiena', 'culo', 'sedere']	la parte del corpo su cui si sta seduti	[]
IT628	pollo	noun	Synset('omw-iwn-01791625-n')	['pollo']	nome generico per gallo o gallina	[]
IT3425	feroce	adjective	Synset('omw-iwn-01263013-a')	['tristo', 'feroce', 'empio', 'crudo', 'perverso', 'terribile', 'perfido', 'scellerato', 'crudele', 'malvagio', 'disumano', 'selvaggio']	malvagio	[]
IT908	re	noun	Synset('omw-iwn-10628644-n')	['regnante', 're', 'sovrano', 'monarca']	il capo di uno stato in cui vige la monarchia	[]
IT908	re	noun	Synset('omw-iwn-03618101-n')	['re']	il pezzo più importante nel gioco degli scacchi	[]
IT908	re	noun	Synset('omw-iwn-06868445-n')	['re']	nota musicale	[]
IT2535	furia	noun	Synset('omw-iwn-07516354-n')	['ira', 'furia', 'rabbia', 'collera']	stato di violenta irritazione spesso accompagnato da aggressività nelle parole e nei gesti	[]
IT2535	furia	noun	Synset('omw-iwn-05037813-n')	['furia']	violenza incontrastata, ad es. di fenomeni atmosferici	[]
IT3918	patetico	adjective	Synset('omw-iwn-01050890-a')	['patetico']	che suscita commozione e pietà	[]
IT706	falso	noun	Synset('omw-iwn-06756407-n')	['falso', 'falsità', 'fola', 'invenzione']	affermazione falsa	[]
IT1192	arroganza	noun	Synset('omw-iwn-04887912-n')	['protervia', 'arroganza']	superbia ostinata e provocatoria	[]
IT157	battuta	noun	Synset('omw-iwn-00977301-n')	['battimento', 'battuta']	il battere	[]
IT4219	escluso	adjective	Synset('omw-iwn-02110447-a')	['escluso', 'emarginato']	detto di persona non inserita o esclusa da un contesto sociale	[]
IT1842	incrocio	noun	Synset('omw-iwn-03581125-n')	['incrocio', 'intersezione']	luogo dove due o più strade si incrociano	[]
IT1842	incrocio	noun	Synset('omw-iwn-01327322-n')	['incrocio', 'ibrido', 'bastardo', 'mezzosangue', 'sangue-misto', 'meticcio']	animale o pianta nati da incrocio di razze	[]
IT4325	pazzo	adjective	Synset('omw-iwn-02572038-a')	['irragionevole', 'dissennato', 'folle', 'insensato', 'pazzo', 'pazzesco']	si dice di comportamento, azione, idea, progetto degno di un pazzo	[]
IT4325	pazzo	adjective	Synset('omw-iwn-02075321-a')	['demente', 'dissennato', 'mentecatto', 'matto', 'folle', 'pazzo']	si dice di persona che non ragiona, malata di mente	[]
IT2774	povero	noun	Synset('omw-iwn-09847010-n')	['questuante', 'povero', 'pezzente', 'mendicante', 'mendico', 'accattone', 'postulante']	persona che vive di accattonaggio	[]
IT4482	fiero	adjective	Synset('omw-iwn-01889256-a')	['fiero']	consapevole del proprio valore	[]
IT2432	sito	noun	Synset('omw-iwn-05714894-n')	['zaffata', 'tanfata', 'lezzo', 'tanfo', 'fortore', 'afrore', 'puzza', 'sito', 'puzzo', 'pestilenza', 'fetore']	odore molto penetrante e sgradevole	[]
IT3382	maleducazione	noun	Synset('omw-iwn-04914292-n')	['malacreanza', 'ineducazione', 'scortesia', 'maleducazione', 'villania']	mancanza di rispetto per le regole della buona educazione e del vivere civile	[]
IT4641	violenza	noun	Synset('omw-iwn-00965404-n')	['violenza']	atto violento, con cui si sopraffà la volontà altrui	[]
IT4148	cinese	adjective	Synset('omw-iwn-02964782-a')	['cinese']	della Cina o relativo al popolo, alla cultura o alla lingua cinese	[]
IT1143	borghese	noun	Synset('omw-iwn-09869830-n')	['borghese']	chi appartiene alla borghesia, al ceto medio	[]
IT4076	accorto	adjective	Synset('omw-iwn-01306273-a')	['accorto', 'informato', 'edotto']	che sa, che è informato o avvertito	[]
IT4076	accorto	adjective	Synset('omw-iwn-00438909-a')	['cauto', 'prudente', 'oculato', 'sagace', 'avveduto', 'accorto']	che agisce con prudenza e cautela	[]
IT549	avvocato	noun	Synset('omw-iwn-09775663-n')	['legale', 'avvocato']	un professionista	[]
IT3642	moro	noun	Synset('omw-iwn-12399132-n')	['gelso', 'moro', 'morone']	albero alto fino a 20 m che produce more commestibili e grandi foglie carnose di cui si nutrono i bachi da seta, nome comune del gelso bianco e del gelso nero	[]
IT3642	moro	noun	Synset('omw-iwn-09636339-n')	['moro', 'nero', 'negro']	uomo di razza nera	[]
