ID,Lemma,POS,Synset_ID,Synset_Lemma (?),Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
EL2160,κακότροπος,ADJ,,"['δύστροπος', 'αφιλόξενος', 'σκληρός']","Ιδιότητα ή κατάσταση που αποδίδει σε κάτι (καιρό, ημέρα, ζώο κ.ά.) σκληρό, αφιλόξενο ή δύστροπο χαρακτήρα, προσομοιώνοντας ανθρώπινο θυμό ή δυσαρέσκεια",,#shoppingstar Ακυρο....κριμα ....τελικα εισαι κακοτροπη ...κριμα ????????,,svp,,,"['ill-tempered', 'harsh', 'unyielding']",ill-tempered: having a harsh or unaccommodating nature,Behavioral_Trait,1.03,0.57
EL2160,κακότροπος,ADJ,,"['δύστροπος', 'στριμμένος', 'μουτρωμένος', 'κακόκεφος']","Άτομο με γκρινιάρικη, δύστροπη διάθεση που δημιουργεί συνεχώς προβλήματα στις σχέσεις του· χαρακτηρίζεται από αγενή ή απότομη συμπεριφορά προς τους άλλους",,"#survivorGR είσαι ενοχλητικός & κακότροπος, άνθρωπε μου πέρα βρέχει.",,svp,,,"['cantankerous', 'grouchy', 'cranky', 'ill-tempered']","cantankerous: person with an ill-tempered, quarrelsome character",Person,1.03,
EL1170,κακούργημα,NOUN,,"['βαρύ έγκλημα', 'αδίκημα', 'φονικό', 'ληστεία']",σοβαρή ποινική πράξη που τιμωρείται με κάθειρξη,,username Δεν το είπα για σένα. Δεν σώζεται η απόφαση που πήρε το δικαστήριο. Πρέπει άμεσα να αλλάξει ο νόμος. Αναστέλλουσα δύναμη σε κακουργήματα είναι σκάνδαλο.,,re,,,"['felony', 'serious crime', 'heinous act', 'major offence']",serious crime punishable by long imprisonment,Event,1.24,0.45
EL469,κακοφτιάχνω,VERB,,"['τσαπατσουλεύω', 'χαλάω', 'μισοτελειώνω', 'μπαλώνω']",Δημιουργώ κάτι πρόχειρα με αποτέλεσμα να έχει χαμηλή ποιότητα,,"Τώρα πρέπει να μαζεύεις λουλούδια για να αναπληρώνεις τα θεραπευτικά φίλτρα... ωραία, αυτό ήταν που όλοι νόμιζαν ότι έλειπε από το πρώτο παιχνίδι. Και για να το κακοφτιάξουν, έχουν κινούμενα σχέδια για σχεδόν κάθε ενέργεια συλλογής.",,cds,,,"['botch', 'mess up', 'throw together', 'cobble']","to make something poorly, resulting in low quality",Event,0.33,
EL469,κακοφτιάχνω,VERB,,"['προχειροδουλεύω', 'χαλάω', 'μπαλώνω πρόχειρα', 'σακατεύω']","Εργασία κατασκευής ή σύνταξης που εκτελείται πρόχειρα, χωρίς τεχνική ικανότητα, αφήνοντας εμφανή ελαττώματα· λέξη που χρησιμοποιείται σε τεχνικές κριτικές ή καθημερινά παράπονα",,"Και δεχόμαστε την μοίρα μας την κακομοίρα μας, να πληρώνουμε τρελούς φόρους για να κακοφτιάχνουν άπαντες τα ίδια και τα ίδια.",,cds,,,"['botch', 'bungle', 'mess up']","botch : carry out a task clumsily, producing a shoddy result",Repetitive_Action,0.33,
EL671,καμόρα,NOUN,,"['νεοναπολιτάνικη μαφία', 'συνδικάτο εγκλήματος']","Εγκληματική οργάνωση τύπου μαφίας, καταγωγής Νάπολης, με οριζόντια δομή και πολυμελείς φατρίες· αναφορά συχνή σε διεθνή ρεπορτάζ",,Η «καμόρα» ξαναχτύπησε – Έβαλαν φωτιά στο σπίτι του Μπίκα -,,re,,,"['Camorra', 'criminal clan']",Camorra : Neapolitan mafia-type criminal organisation,Person,1.03,0.6
EL671,καμόρα,NOUN,,"['κλίκα', 'παράγκα', 'συνάφι']",Κλειστή ομάδα συμφερόντων που ελέγχει παρασκηνιακά έναν χώρο· επικριτικός χαρακτηρισμός σε πολιτικό ή δημοσιογραφικό λόγο,,Όλο το πρόβλημα της χώρας (που λέγεται Καμόρα/Στρατός Κατοχής του Δημοσίου) σε μια φωτό...#Μενδωνη#NewProfilePic,,re,,,"['clique', 'cabal', 'old-boys network']",shadow-clique : tight group exerting corrupt backstage control,Person,1.03,
EL953,καμπούρης,NOUN,,"['κυρτός', 'κουτσουρεμένος', 'καμποδούρης', 'καμπουροπλάτης']",άτομο με έντονη κύρτωση ράχης που συχνά δέχεται χλευασμό,,"... Ο Καραγκιόζης, ως λαϊκός ήρωας, εκπροσωπεί το φτωχό, εξαθλιωμένο, πονηρό Έλληνα, στο περιβάλλον της Τουρκοκρατίας. Είναι καμπούρης και περιστοιχίζεται από την οικογένειά του.Ζει σε παράγκα, είναι ξυπόλητος και μένει απέναντι από το παλάτι του Βεζίρη...!!;;",,ddf,,,"['hunchback', 'stooped person', 'crooked back', 'kyphotic']",hunchbacked person often subjected to mockery,Person,0.4,
EL260,κάπηλος,NOUN,,"['καιροσκόπος', 'συμφεροντολόγος', 'τυμβωρύχος', 'λαϊκιστής']",Άτομο – ιδίως πολιτικό ή σχολιαστή – που εκμεταλλεύεται ιερά ιδανικά ή ανθρώπινες τραγωδίες για ίδιο όφελος,,"«Αλλ η Κοκκινού, ως γυνή και ως κάπηλος, ήτο πλήρης νηφαλιότητος και πονηρίας. Ουδείς ηδύνατο να την φενακίση ευκόλως, και ουδέν τη εφαίνετο παράδοξον»",,qas,,,"['profiteer', 'opportunist', 'time-server', 'exploiter']",profiteer : person who cynically exploits lofty values or grief for gain,Person,0.47,
EL260,κάπηλος,NOUN,,"['μικροπωλητής', 'ψιλικατζής', 'μπακάλης']",Έμπορος μικρής κλίμακας που πουλά τρόφιμα ή άλλα βασικά αγαθά σε πάγκους ή καπηλεία της αγοράς,,"είναι ένας ιδιαίτερος νταβατζης, που έρχεται με κάτι συνθήματα όπως το μόνο ο λαός σώζει τον λαό Σου λέει  μην περιμένεις να σε σώσω εγώ  εσύ πρέπει να σωθείς  με τις δικές σου δυνάμεις και την αλληλεγγύη της υπόλοιπης εργατικής τάξης. Περίεργος νταβατζής και καπηλος το ΚΚΕ ",,qas,,,"['peddler', 'hawker', 'stall-holder']",peddler : small-scale vendor of everyday foodstuffs or drink,Person,0.47,
EL84,καραγκιοζιλίκι,NOUN,,"['γελοιοποίηση', 'μπούρδα', 'μασκαράτα', 'σαχλαμάρα']",γελοία πράξη ή συμπεριφορά που προκαλεί ντροπή,,Βλεπω ενα ντοκιμαντέρ με ενα βάτραχο που κανει κατι καραγκιοζιλίκια για να εντυπωσιάσει τη βατραχίνα και δεν απέχει καθόλου απο αυτα που κανετε κι εσείς εδω μεσα μπας και πηδήξετε κανα βυζοακκάουντ,,cds,,,"['buffoonery', 'clowning', 'farce', 'silliness']",ridiculous act causing embarrassment,Event,0.7,1.09
EL445,καριόλης,NOUN,,"['μπάσταρδος', 'παλιοχαρακτήρας', 'αλήτης', 'κοπρίτης']","υβριστικός χαρακτηρισμός για άνδρα που θεωρείται μοχθηρός, ύπουλος ή ανήθικος",,ρε καριολη #Λιγναδη μωρη βρωμιαρα #Μενδωνη_παραιτησου εχετε ακομα μουτρα να κυκλοφορειτε;,,cds,,,"['motherfucker', 'bastard', 'scumbag', 'jerk']",vulgar slur for a despicable or treacherous man,Person,1.31,1.38
EL1880,καρχαρίας,NOUN,,"['αρπακτικό', 'λαμόγιο', 'αιμοβόρος', 'κροκοδείλιας']",Άτομο ή οργανισμός που εκμεταλλεύεται αδίστακτα τους άλλους για οικονομικό όφελος,,"Ποιος ξέρει, μπορεί αύριο να γράψω κανένα βιβλίο για καρχαρίες και να τους χρειαστώ.",,an,,,"['shark', 'predator', 'ruthless dealer', 'vulture']",metaphor for a ruthless profiteer,Person,0.19,0.11
EL1875,κάστα,NOUN,,"['κλίκα', 'συντεχνία', 'ελίτ', 'φράξια']",κλειστή κοινωνική ομάδα που προστατεύει τα προνόμιά της,,"Πιθανώς, κανένας λαός στην ιστορία της ανθρωπότητας δεν έχει κυβερνηθεί, ή για την ακρίβεια «διαχειριστεί», από μια πολιτική και τεχνοκρατική κάστα που τον μισεί τόσο πολύ και είναι πιο πρόθυμη να τον εξαλείψει από τους σημερινούς Ευρωπαίους.RenaudCamus",,ps,,,"['caste', 'clique', 'elite', 'guild']",closed social group protecting its privileges,Person,0.28,
EL1875,κάστα,NOUN,,"['βραχμανική τάξη', 'κοινωνικό στρώμα']",Κλειστή κοινωνική τάξη του παραδοσιακού ινδικού συστήματος στρωμάτωσης,,To σύστημα των καστών συνιστά τον τρόπο διάρθρωσης της ινδικής κοινωνίας σε διαφορετικές ομάδες.,,ps,,,['caste'],caste (systemic group): hereditary social stratum in India,State,0.28,
EL2070,καταβροχθίζω,VERB,,"['καταπίνω', 'ξεσκίζω', 'ρουφάω', 'βουτάω']",Τρώω λαίμαργα μεγάλες ποσότητες σχεδόν αμάσητες,,"Όταν ακούω χοντρό άνθρωπο να λέει ότι δεν το τρώει το ένα, δεν τρώει το άλλο, δεν του αρέσει το παρ'αλλο το φαντάζομαι μπροστά στο ψυγείο το βράδυ να καταβροχθίζει τα πάντα που δεν τον βλέπει κανείς!",,cds,,,"['devour', 'gobble', 'wolf down', 'gulp']",to devour food greedily,Event,0.37,1.07
EL2070,καταβροχθίζω,VERB,,"['ξοδεύω αλόγιστα', 'ρουφώ πόρους', 'τρώω προίκα']","Η ενέργεια γρήγορης σπατάλης ή απορρόφησης χρήματων, χρόνου ή πληροφοριών, αφήνοντας ελάχιστα αποθέματα",,"Η Λωρίδα της Γάζας έχει γίνει το μεγαλύτερο στρατόπεδο συγκέντρωσης στον πλανήτη. Κάτω από το απόλυτο εμπάργκο του ισραηλινού στρατού, η πείνα και η δίψα καταβροχθίζουν τον παλαιστινιακό λαό της Γάζας. Κάτω από την απολύτως εκκωφαντική σιωπή όλης της ανθρωπότητας. 🇵🇸",,cds,,,"['gobble up', 'eat up', 'drain']","gobble up (resources): consume money, energy or data at great speed",Repetitive_Action,0.37,
EL1432,καταδικάζω,VERB,,"['κατακρίνω', 'τιμωρώ', 'επικρίνω', 'ψέγω']",αποφαίνομαι ένοχος/η και επιβάλλω ποινή ή εκφράζω αυστηρή αποδοκιμασία,,"Και τον συλλαμβάνουν τον κύριο με την κατηγορία ότι τροφοδοτούσε τα γερμανικά υποβρύχια -αλήθεια, ψέματα, δεν ξέρω- και τον περνάνε από στρατοδικείο, και τον καταδικάζουν είκοσι χρόνια φυλακή.",,cds,,,"['condemn', 'sentence', 'denounce', 'convict']",to pronounce guilt and impose a sentence or to denounce strongly,Event,0.28,0.45
EL1432,καταδικάζω,VERB,,"['επικρίνω', 'αποδοκιμάζω', 'μεμφόμαι', 'ψέγω']","Λεκτική ενέργεια δημόσιας αποδοκιμασίας που απορρίπτει πράξη ή φαινόμενο ως ηθικά απαράδεκτο, συχνή σε πολιτικές δηλώσεις",,"Από τη μια το θρησκόληπτο σύστημα καταδικάζει τον Παστίτσιο, από την άλλη οι άθεοι συχνά αντιμετωπίζουν τους θρήσκους ως a priori ηλίθιους.",,cds,,,"['condemn', 'denounce', 'censure', 'decry']",condemn : publicly express strong disapproval of an act or situation,Repetitive_Action,0.28,0.8
EL1035,καταστροφέας,NOUN,,"['ολετήρας', 'αρπακτικό', 'γκρεμιστής', 'σαμποτέρ']","άτομο που προκαλεί μεγάλη φθορά ή αποτυχία σε οργανισμό, οικονομία ή σχέδια",,Ο καταστροφέας του Αμαρουσίου super man ΠΑΤΟΥΛΗΣ θέλει να ηγηθεί της ΝΔ.  … … …,,ps,,,"['destroyer', 'wrecker', 'vandal', 'shredder']",person that causes significant destruction,Person,1.17,1.04
EL26,κατάχρηση,NOUN,,"['υπερβολή', 'κακομεταχείριση', 'εκμετάλλευση', 'υπερκατανάλωση']","συνεχής και υπερβολική χρήση εξουσίας, ουσίας ή δικαιώματος",,Εισβολή στην Ουκρανία: Ο πάπας Φραγκίσκος χαρακτήρισε τον πόλεμο «διεστραμμένη κατάχρηση εξουσίας»,,re,,,"['abuse', 'overuse', 'misuse', 'exploitation']","continuous excessive use of power, substance or right",Repetitive_Action,1.08,0.26
EL26,κατάχρηση,NOUN,,"['αυθαιρεσία', 'κακοδιαχείριση', 'υπεξαίρεση', 'δυσπραγία']","Παράνομη ή αθέμιτη χρήση εξουσίας, χρημάτων ή ιδιότητας, που ζημιώνει τρίτους και τιμωρείται από τον νόμο",,Κινδυνεύουν να χαθούν ζωές από λοιμώξεις επειδή δεν δρουν πια τα αντιβιοτικά λόγω κατάχρησης',,re,,,"['abuse', 'misuse', 'peculation', 'malfeasance']",abuse (power/funds) : illegal or improper use of authority or money,Event,1.08,0.21
EL30,καταχρηστικός,ADJ,,"['αυθαιρετικός', 'βίαιος', 'εξουσιαστικός', 'καταπιεστικός']",επίθετο για συμπεριφορά που παραβιάζει όρια και εκμεταλλεύεται τους άλλους,,Παράνομη και καταχρηστική η στάση εργασίας της ΔΟΕ και της ΟΛΜΕ για αύριο,,re,,,"['abusive', 'exploitative', 'overbearing', 'oppressive']",describing behavior that violates limits and exploits others,Behavioral_Trait,0.58,0.45
EL30,καταχρηστικός,ADJ,,"['αυθαίρετος', 'καταπιεστικός', 'εξουσιαστικός']","Άτομο που ασκεί εξουσία ή επιρροή με τρόπο χειριστικό ή εξουσιαστικό, υπερβαίνοντας τα νόμιμα ή ηθικά όρια και προκαλώντας ψυχολογική ή συναισθηματική βλάβη σε άλλους",,"Ένας καταχρηστικός σύντροφος μπορεί να είναι τρυφερός, φροντιστικός και να εκδηλώνει την αγάπη του, όταν το ταίρι του καλύπτει τις ανάγκες του και είναι συνεχώς διαθέσιμο για εκείνον.",,re,,,"['abusive', 'exploitative', 'oppressive']",abusive: describing a person who uses power or influence unfairly to harm others,Person,0.58,
EL30,καταχρηστικός,ADJ,,"['άδικος', 'εκμεταλλευτικός', 'παράνομος']","Πράξη, ρήτρα ή συμπεριφορά που ασκείται πέρα από τα επιτρεπτά όρια, δημιουργεί άνιση μεταχείριση ή υπέρμετρη ζημία και κρίνεται άδικη από τον νόμο ή την κοινωνική ηθική",,"Ο καταχρηστικός #δικαιωματισμός της #woke agenda, ο οποίος προωθείται συστηματικά από τις πολιτικές ελιτ αποτελεί τον δούρειο ίππο κάθε κοινωνίας, στοχεύοντας στην κατάλυση των συνεκτικών της δεσμών.",,re,,,"['abusive', 'exploitative', 'unfair']",abusive (practice) : unfair or exploitative act that exceeds rightful limits,Behavioral_Trait,0.58,
EL410,κατεργαριά,NOUN,,"['πονηριά', 'αταξία', 'κομπίνα', 'λαμογιά']",πονηρή πράξη που γίνεται για ίδιο όφελος σε βάρος άλλων,,"""Ο αδύνατος ανακάλυψε την κατεργαριά και μ´αυτήν συχνά νίκησε τους ""δυνατούς"" Ιων Δραγούμης.Φτου σας ξεφτιλες!",,cds,,,"['trick', 'prank', 'scam', 'scheme']",cunning trick done for one's benefit at others’ expense,Event,0.56,
EL410,κατεργαριά,NOUN,,"['πονηρία', 'αλητεία', 'μαγκιά', 'αναισχυντία']",σταθερή ροπή κάποιου να σκαρώνει πονηρές πράξεις,,@username πονηρό θηλυκό κατεργάρα γυναίκα!,,cds,,,"['cunning', 'roguery', 'rascality', 'craftiness']",habitual tendency to devise sly deeds,Behavioral_Trait,0.56,
EL2302,κατσαρίδα,NOUN,,['κατσαριδάκι'],"έντομο νυκτόβιο, καφέ ή μαύρο, που κρύβεται σε υγρά και βρώμικα μέρη",,Άγιος Παντελεήμονας: Κλεισμένα στο σπίτι και σε καθεστώς φρίκης τα 3 παιδιά που ζούσαν μέσα σε ποντίκια και κατσαρίδες,,an,,,"['cockroach', 'roach']","nocturnal insect living in damp, dirty places",Object,0.21,0.4
EL2302,κατσαρίδα,NOUN,,"['σκουλήκι', 'βδελύγμα', 'βρομιάρης', 'παράσιτο']","υβριστικός χαρακτηρισμός για άτομο που θεωρείται επίμονο, αηδιαστικό και ανθεκτικό, σαν το έντομο",,"username Ο Στηβ τους θεωρεί όλους κατσαρίδες, απλά τις ελάχιστες στιγμές που δεν είναι θυμωμένος μπορεί να το κρύψει",,an,,,"['roach', 'vermin', 'worm', 'parasite']",insult for someone viewed as disgusting and persistent like a cockroach,Person,0.21,1.03
EL2500,κατσίβελος,NOUN,,"['γύφτος', 'τσιγγάνος']",Περιφρονητικός χαρακτηρισμός για άτομο βλάχικης ή Ρομά καταγωγής· δηλώνει «ακάθαρτο» ή «κατώτερο» και θεωρείται λόγος μίσους,,Δες τον κατσίβελο τι φοράει!,,ps,,,"['gypsy', 'roma']",dated slur referring to a Roma person,Person,0.58,
EL714,κατσίκα,NOUN,,"['γίδα', 'τραγίνα']","θηλυκό μηρυκαστικό με κέρατα, οικόσιτο για γάλα και κρέας",,"username Αν πάνε μετανάστες στην Μάνη,θα πηδιούνται με κατσίκες και με σκύλους στα βράχια ασταμάτητα μερα νύχτα...είναι kinky αγόρια οι ισλαμιστες...",,an,,,"['goat', 'nanny goat']",female goat kept for milk and meat,Object,0.35,0.9
EL714,κατσίκα,NOUN,,"['κότα', 'γίδα', 'ηλίθια', 'σκύλα']","υβριστικός τίτλος για γυναίκα που θεωρείται κουτή, κακότροπη ή ενοχλητική",,username username username Εσυ κι ο Νίκος είστε οι κατσίκες,,an,,,"['stupid woman', 'bitch', 'nag', 'goat (insult)']","insult for a woman deemed stupid, unpleasant or annoying",Person,0.35,1.07
EL718,κατσίκι,NOUN,,"['ριφάκι', 'κατσικάκι', 'ζυγουράκι']","μικρό ηλικιακά αίγειο, συνήθως μέχρι τον απογαλακτισμό",,username ..και τον Αρχαγγελων οι σφαχταδες κ οι κρεοπωλαι...γιατι κ τα κατσικια εχουν ψυχούλες...,,an,,,"['kid', 'young goat']",young goat before weaning,Object,0.3,0.43
EL718,κατσίκι,NOUN,,"['γκαντέμης', 'looser', 'μαύρη γάτα']",Άτομο γκαντέμη ή άτυχο στα παιχνίδια· ειρωνικός υποτιμητικός χαρακτηρισμός,,Το ματς #paoxan διακόπηκε λόγω πλημμύρας και το #pgsslev 5 χιλιόμετρα παραπερα παίζει κανονικά.  Αλαφούζε δεν είσαι απλα γκαντεμης περπατάς και αφήνεις πίσω οπλές. Κατσίκι είσαι.#paofc,,an,,,"['loser', 'jinx', 'clumsy']",loser (slang): person labelled unlucky or inept,Person,0.3,
EL741,καυλί,NOUN,,"['πούτσος', 'πέος', 'τσουτσούνι', 'εργαλείο']","ανδρικό γεννητικό όργανο, σε χυδαία λεκτική χρήση",,Θα σας το πω σαν να ήμουν Θεσσαλονικιός αυτό που θα φάτε όσοι τολμήσετε και ψηφίσετε την #Συμφωνια_Πρεσπων ΜΠΟΥΓΑΤΣΑ ΜΕ ΚΑΥΛΙ #Συλλαλητήριο #ΧΟΥΝΤΑ_Τσιπρα #syriza_xeftiles #ερχεται_ΠΟΥΤΣΑ_Μακεδονικη #ΕΛΛΑΔΑ,,asm,,,"['cock', 'dick', 'penis', 'member']","male genital organ, vulgar term",Object,1.33,0.9
EL741,καυλί,NOUN,,"['θεογκόμενος', 'θεογκόμενα', 'τουμπανάκι', 'φωτιά']",χυδαία αλλά συχνά κολακευτική προσφώνηση προς άτομο που θεωρείται σεξουαλικά ελκυστικό,,username Αχαχαχαχαχα αχαχαχαχαχα αχαχαχαχαχα το καυλι της ΔΕΗ ήταν η αρχή για την καυλαντα,,asm,,,"['hottie', 'stud', 'babe', 'sexy']",vulgar yet flattering term for someone seen as sexually attractive,Person,1.33,1.38
EL741,καυλί,NOUN,,"['πανωλεθρία', 'ξεφτίλα', 'τάπωμα']","Δυνατή τιμωρία, κατατρόπωση ή ταλαιπωρία· λέξη-εικόνα για άσχημη εμπειρία που «παθαίνει» κάποιος",,Εισαι ninja λεμε RT username Σηκωμενα καυλια vs σηκωμενοι γιακαδες = τρια - μηδεν ημιχρονο . #paok,,asm,,,"['hammering', 'thrashing', 'shafting']",hammering (slang): severe defeat or hardship,Event,1.33,1.16
EL480,καυχησιάρης,ADJ,,"['ψωροπερήφανος', 'φαντασμένος', 'κοκοράκι', 'υπερόπτης']",άτομο που μιλά διαρκώς για τα κατορθώματά του με υπερβολή για να εντυπωσιάσει τους άλλους,,"Μην είσαι καυχησιάρης, είναι ντεκαυλέ.",,cds,,,"['braggart', 'boaster', 'show-off', 'blowhard']",person who constantly brags about his achievements,Person,0.58,
EL571,κενοδοξία,NOUN,,"['ματαιοδοξία', 'φιλαυτία', 'υπερηφάνεια', 'επιφανειακότητα']","Εσωτερική ροπή επίδειξης και αναζήτησης μάταιης δόξας, που εκδηλώνεται με επιφανειακές πράξεις θαυμασμού",,"#survivorGR μας έχεις πρήξει & εσύ και ο ""στόχος"" σου. έχεις καταστρέψει ένα ολόκληρο παιχνίδι, μόνο και μόνο για να ικανοποιήσεις την κενοδοξία & το τεράστιο κόμπλεξ που κουβαλάς από το '21. ΜΟΝΟ άτιμα έχεις πορευτεί στο παιχνίδι.ο ορισμός του ""πατάω επί πτωμάτων""",,cds,,,"['vanity', 'conceit', 'hollowness', 'vainglory']",empty vanity and showiness,Behavioral_Trait,0.37,
EL461,κερατάς,NOUN,,"['απατημένος', 'κορόιδο', 'κοιμισμένος']","άνδρας του οποίου η σύντροφος τον απατά, συχνά αντικείμενο χλευασμού",,"«Αυτός ο κόσμος, ο κερατάς, - μου 'λεγε μία φορά η φίλη μου η Βιργινία - λες κι είναι καμωμένος μόνο γι' αυτούς που ξέρουν να καταπατούν.",,an,,,"['cuckold', 'cheated husband', 'dupe', 'sucker']","man whose partner cheats on him, often mocked",Person,1.28,0.6
EL461,κερατάς,NOUN,,"['παλιοτόμαρο', 'ξεφτέρι', 'κέρατο', 'σκατόψυχος']","Πονηρός, δόλιος ή «σκληρός» άντρας· δευτερεύουσα χρήση που εστιάζει στο ζώο με κέρατα, όχι στην απιστία",,"Σκέφτομαι αν θα πρέπει να παίξω τον μπάτσο που γαβγίζει, μιας και μπήκα από σπόντα στην τηλεόραση, μα αυτάς ο κερατάς φωνάζει εκ του ασφαλούς σε γυναίκες και σε διάφορους ψιλικατζήδες, ενώ εγώ έχω μπροστά μου τον Ντελόπουλο.",,an,,,"['bastard', 'scoundrel', 'horned one']","bastard (slur) : ruthless, crafty man likened to a horned beast",Person,1.28,1.02
EL460,κερατώνω,VERB,,"['απατώ', 'ξενοπηδάω', 'κοροϊδεύω', 'ρίχνω κέρατο']",πράξη απιστίας απέναντι σε μόνιμο σύντροφο,,username Στέλνει μήνυμα σε όποιες κερατώνουν τον κερατά να βρίσκουν πιο πιστευτή δικαιολογία. Χάθηκε να πει παίζαμε τάβλι με μια φίλη και δεν κατάλαβα ότι πέρασε η ώρα;,,an,,,"['betray', 'cheat', 'two-time', 'be unfaithful']",to cheat on one's steady partner,Event,0.7,0.47
EL460,κερατώνω,VERB,,"['κερατώνω', 'απατώ', 'ξενοπηδάω']","απατώ συστηματικά τον ερωτικό σύντροφο, διατηρώντας κρυφή εξωσυζυγική σχέση",,Η απόλυτη καυλα να κερατώνω τον δικό μου με κάποιον μέσα από εδώ  και να μην ξέρει τίποτα αυτός,,an,,,"['cuckold', 'have an affair']",cheat on (a partner),Repetitive_Action,0.7,
EL1078,κίβδηλος,ADJ,,"['ψεύτικος', 'πλαστός', 'μαϊμού', 'νόθο']",πράγμα πλαστό που παρουσιάζεται ως αυθεντικό,,Κίβδυλο αργυρό τετράδραχμο με κεφαλή Απόλλωνα. Αρχαιολογικό Μουσείο Αμφίπολης,,dmc,,,"['fake', 'counterfeit', 'bogus', 'spurious']",counterfeit item passed off as genuine,Object,0.53,
EL1078,κίβδηλος,ADJ,,"['ψεύτικος', 'απάτηλος', 'υποκριτικός']","Ιδιότητα που χαρακτηρίζει ιδέα, λόγο ή αντικείμενο ως ψεύτικο, παραπλανητικό και χωρίς πραγματική αξία",,Αρα & το επιχείρημα του Τσίπρα τότε ήταν κίβδυλο @username. Eτσι Βίτσα?,,dmc,,,"['phony', 'sham']","bogus (quality): lacking authenticity or value, deceptive",Behavioral_Trait,0.53,
EL1078,κίβδηλος,ADJ,,"['απατεώνας', 'ψεύτης', 'λαμόγιο', 'παραχαράκτης']",χαρακτηρισμός για άτομο που εξαπατά παρουσιάζοντας ψεύτικη εικόνα,,Και ένας κίβδυλος λαός να τον στηρίζει...,,dmc,,,"['fraud', 'impostor', 'phony', 'charlatan']",label for someone who deceives by presenting a false image,Person,0.53,
EL838,κίναιδος,NOUN,,"['πούστης', 'αδελφή', 'λουλουδής', 'ομοφυλόφιλος (υβρ)']","Υβριστικός χαρακτηρισμός για άνδρα που εκλαμβάνεται ως σεξουαλικά παθητικός, θηλυπρεπής ή γενικά «ανήθικος», χρησιμοποιείται ιστορικά και στη σύγχρονη ομοφοβική ρητορική",,Αυτος ο κίναιδος είναι η καλλιτεχνάρα μας ρε οπισθοδρομικοί που ζωγράφιζε την ΠΑΝΑΓΙΑ ΜΑΣ ΚΑΙ ΤΟΝ ΧΡΙΣΤΟ ΜΑΣ σαν καρτουν!!Φυσικα δεν θα το εκανε για τον Μωαμεθ γιατι εκει το ασχημο κεφαλι του θα ειχε φυγει απο την θεση του,,om,,,"['faggot', 'queer', 'poof', 'gay (slur)']",obsolete slur for a gay man,Person,0.7,
EL2195,κινέζικος,ADJ,,"['κινέζικο', 'φτηνιάρικο', 'μαϊμού', 'απλοποιημένο']","προϊόν, φαγητό ή πολιτιστικό αγαθόπροερχόμενη από Κίνα, συχνά υπονοείται χαμηλής ποιότητας",,"Το έργο ήταν φυσικά αμερικάνικο, αλλά και κινέζικο να ήταν, θα πήγαινε.",,ps,,,"['Chinese', 'cheap', 'knockoff', 'shoddy']","item or script from China, often implying low quality",Behavioral_Trait,0.23,0.36
EL2195,κινέζικος,ADJ,,"['ακαταλαβίστικος', 'κινέζικα (ως ουσ.)']",Λόγος ή κείμενο τόσο δυσνόητο που ακούγεται «σαν ξένη γλώσσα».,,Ο Φάνης τον κοιτάζει σαν να του μιλάει κινέζικα.,,ps,,,"['incomprehensible', 'gobbledygook']",gibberish / Greek-to-me,Behavioral_Trait,0.23,0.31
EL696,κινέζος,ADJ,,"['ασιάτης', 'κινεζούλης']","άνδρας κινεζικής καταγωγής, συχνά χρησιμοποιείται ρατσιστικά",,"username username username Κινέζος είναι ο κύριος, δώστε μου το τηλέφωνό του! Λυπούμαι, κύριε, είστε φαιδρός εγκάθετος.",,ps,,,"['Chinese man', 'Chinaman', 'Asian man', 'oriental']","Chinese man, sometimes used in racist way",Person,0.28,1.07
EL696,κινέζος,ADJ,,"['ανήξερος (επιτηδευμένος)', 'ξένος']",Άτομο που παριστάνει ότι δεν καταλαβαίνει για να αποφύγει ευθύνη («κάνει τον Κινέζο»),,Επιτέχους κάποτε φάνηκε ο Κινέζος γιατρός και από το ύφος του ο Βίκτωρας κατάλαβε ότι τα νέα δεν ήταν καλά.,,ps,,,"['play innocent', 'pretend ignorance']",playing dumb,Person,0.28,0.29
EL861,κιοτής,NOUN,,"['δειλός', 'φοβητσιάρης', 'μαλθακός', 'λίγος']",άνθρωπος που δειλιάζει και αποφεύγει τον κίνδυνο,,Ο μεγαλύτερος κιοτής της πολιτικής. Τον αμφισβήτησε ο Πολάκης και αυτός βρίζει τον Τσίπρα και τους «87».,,cds,,,"['coward', 'chicken', 'scaredy-cat', 'wimp']",cowardly person who shuns danger,Person,0.47,
EL2126,κλαυθμυρίζων,ADJ,,"['κλαψιάρης', 'μίζερος', 'θρηνωδός', 'παραπονιάρης']","άτομο που συνεχώς γκρινιάζει και θρηνεί με υπερβολή, ζητώντας οίκτο για μικροδυσκολίες",,"Τον αυτόπτη μάρτυρα, κλαυθμυρίζων για έλλειψη χρημάτων, κανείς δεν τον πίστεψε.",,cds,,,"['whiner', 'crybaby', 'complainer', 'moaner']",someone who constantly whines and laments exaggeratedly,Person,nan,
