ID,Lemma,POS,Synset_ID,Synset_Lemma,Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
AR1492,ضاجع,v,"['omw-arb-00014742-v', 'omw-arb-01428853-v', 'omw-arb-01426397-v']","['زوج', 'عاشر', 'دار', 'فتن', 'اتهم', 'هوى', 'طرف', 'لاحظ', 'قص_شعر_الناصية', 'إلتقان_أزواجا', 'هجع', 'أصلح_بالمفك', 'شاطر', 'نام', 'نجح', 'فهم', 'عرف', 'علم', 'اِتّصل_جِنْسِيّاً', 'ضاجع', 'غازل', 'برهن', 'هزم', 'ميز', 'ضرب_بعنف', 'إجتمع_أزواجا', 'تسافد', 'غلق_بقوة', 'اقتران', 'تعشق', 'زاوج', 'لوى', 'ولع_ب', 'قرع', 'نام_مع', 'تقارن', 'حدث_ضجة_عالية', 'عانى', 'خبط', 'ولع', 'رتب_زوجا_زوجا', 'لولب', 'عشق', 'قضى_الوقت_بالنوم', 'قذف_بقوة', 'أضاع_الوقت', 'غفو', 'ترنح', 'رتب_زواج_زوجين', 'نكح', 'زوجان', 'عرف_جيدا', 'تلوى', 'درى', 'شغف_ب', 'ضغط', 'تلفظ_بحماقات', 'أمات_الشاه', 'تلولب', 'غرس', 'جامع', 'عرف_شخص', 'قرن', 'إتسع_لعدد_معين', 'ازدوج']",فعل بذيء يعني ممارسة الجنس، يستخدم للتباهي أو التحقير,,استخدم الكلمة في شجار ليُهين غريمه.,,asm,no,,,,,,
AR1647,ضبع,n,[no_synset],[no_synset_lemma],وصف لشخص جبان وانتهازي، يهاجم الضعفاء فقط,,إنه ضبع، لا يواجه الأقوياء أبداً.,,an,no,,,,,,
AR1529,طفيلي,a,['omw-arb-01384687-n'],[no_synset_lemma],شخص يعيش على حساب الآخرين دون أن يقدم شيئاً,,إنه طفيلي يعيش على أموال عائلته.,,qas,no,,,,,,
AR234,طمع,n,[no_synset],[no_synset_lemma],الرغبة الشديدة والجشعة في امتلاك كل شيء على حساب الغير,,الطمع أعمى قلبه وجعله يخسر كل شيء.,,svp,no,,,,,,
AR2374,عابث,n,[no_synset],[no_synset_lemma],شخص مستهتر وغير جاد، يعبث بمصائر الآخرين,,إنه شاب عابث لا يتحمل أي مسؤولية.,,dmc,yes,,,,,,
AR789,عامي,n,[no_synset],[no_synset_lemma],وصف ازدرائي لشخص غير مثقف أو بسيط الفكر,,تفكيره عامي جداً ويفتقر للعمق.,,an,no,,,,,,
AR1533,عاهر,a,[no_synset],[no_synset_lemma],وصف مهين للرجل الفاسق أو الذي يبيع جسده,,وصفه خصمه بأنه عاهر ليفسد سمعته.,,pr,no,,,,,,
AR344,عاهرة,n,[no_synset],[no_synset_lemma],شتيمة قاسية للمرأة تعني بائعة الهوى أو المنحلة أخلاقياً,,شتمها بأقذع الشتائم ونعتها بالعاهرة.,,an,no,,,,,,
AR1415,عبث,n,['omw-arb-01586278-v'],"['تسلى', 'لعب_مع', 'لعب_دور', 'لها', 'عبث', 'لعِب', 'ترِف', 'إشترك_في_لعبة', 'تلاعب_بالألفاظ', 'حرك_حجر_الشطرنج', 'مثل', 'لعب', 'اِنْغمس_فِي_الملاذ', 'عزف', 'تلاعب', 'بارى', 'تنافس']",تصرف أحمق لا فائدة منه ولا غاية له,,كل ما تفعله هو عبث في عبث.,,svp,no,,,,,,
AR1595,عبري,n,['omw-arb-09681351-n'],[no_synset_lemma],تستخدم أحياناً كشتيمة سياسية بمعنى صهيوني أو إسرائيلي,,"وصف الإعلام المعادي بأنه ""ناطق بالعبرية"".",,ps,yes,,,,,,
AR1391,عبوس,n,[no_synset],[no_synset_lemma],شخص متجهم الوجه بشكل دائم، يوحي بالكآبة وعدم الود,,لا أحد يحب التحدث معه لأنه رجل عبوس.,,an,no,,,,,,
AR2003,عتال,n,[no_synset],[no_synset_lemma],إهانة تصف الشخص بالغلظة والجهل، وأنه لا يصلح إلا للعمل الجسدي,,يتعامل مع الأمور بعقلية عتال.,,pa,yes,,,,,,
AR693,عته,n,[no_synset],[no_synset_lemma],نقص في العقل وضعف في التفكير يشبه الخرف,,أفكاره تدل على عته أصابه في كبره.,,asf,no,,,,,,
AR1870,عث,n,['omw-arb-02283201-n'],[no_synset_lemma],إشارة إلى شخص أو فكرة قديمة بالية لا قيمة لها,,أفكاره بالية أكل عليها العث.,,pr,no,,,,,,
AR609,عجرفة,n,['omw-arb-04887912-n'],[no_synset_lemma],التكبر والتعالي على الناس بوقاحة وصلف,,يتكلم بعجرفة وكأن الناس عبيد له.,,cds,no,,,,,,
AR1137,عجز,n,['omw-arb-05559727-n'],[no_synset_lemma],انعدام القدرة على فعل شيء، ويستخدم للتحقير والإهانة,,"سخر منه قائلاً: ""هذا دليل عجزك"".",,om,no,,,,,,
AR1691,عدم,n,"['omw-arb-14493145-n', 'omw-arb-13959818-n', 'omw-arb-14455700-n', 'omw-arb-13959931-n']","['لاوُجُود', 'فناء', 'عدم', 'فراغ', 'بُطْلان', 'عوز', 'فقْر']",وصف لشخص بأنه لا قيمة له وكأنه غير موجود,,أنت عدم بالنسبة لي.,,is,yes,,,,,,
AR117,عدواني,a,[no_synset],[no_synset_lemma],شخص ميال للهجوم وإيذاء الآخرين بلا سبب,,سلوكه العدواني يجعله منبوذاً.,,svp,no,,,,,,
AR2688,عذب,v,"['omw-arb-01802689-v', 'omw-arb-01789514-v', 'omw-arb-00071178-v']","['اعتدى', 'غضب', 'تحرش', 'نغّص', 'إنتهك_حرمة', 'عذّب', 'أرْهق', 'عذب', 'أربك', 'شوه', 'تثاقل_على', 'نزل_به_كارثة', 'أرهق', 'تعذب', 'أنْهك', 'نكّد', 'استفز', 'نهك', 'أزْعج', 'حث', 'اِسْتفزّ', 'تحرّش', 'غيظ', 'أزعج', 'حرض', 'أقلق', 'أصابه_بطاعون', 'ضايق', 'أحدث']",ألحق الأذى الجسدي أو النفسي الشديد بشخص ما,,عذب السجناء بوحشية لا توصف.,,re,no,,,,,,
AR404,عصابة,n,['omw-arb-08244062-n'],[no_synset_lemma],مجموعة من المجرمين أو الأشخاص السيئين,,هو زعيم عصابة لسرقة السيارات.,,cds,no,,,,,,
AR1298,عصبية,n,['omw-arb-06206334-n'],[no_synset_lemma],التحزب الأعمى لطائفة أو قبيلة على حساب الحق والعدل,,العصبية القبلية هي سبب تخلفهم.,,cds,no,,,,,,
AR1693,عطالة,n,['omw-arb-14010148-n'],"['عطالة', 'سُكُون', 'جُمُود']",وصف مهين لشخص كَسول لا يعمل ويعيش عالة على غيره,,حياته كلها عطالة وبطالة.,,svp,no,,,,,,
AR2562,علق,n,"['omw-arb-00014405-v', 'omw-arb-01545883-v', 'omw-arb-01482075-v', 'omw-arb-01481360-v', 'omw-arb-01481647-v', 'omw-arb-01677716-v', 'omw-arb-02680814-v', 'omw-arb-01478002-v', 'omw-arb-01877355-v', 'omw-arb-02609764-v']","['اِسْتقرّ', 'هجر', 'منع', 'غادر', 'فرغ', 'زين', 'أقام_حاجِزا', 'تدلى', 'استقال', 'تسلط', 'توقف_الطائرة', 'أوقف_الدفع', 'خدر', 'ترنح', 'فرض_سيطرته', 'إقتطع_مبلغا_مستحقا', 'انقلب', 'تأرجح', 'تأرْجح', 'أنْهى', 'ثبّت', 'انسد', 'ألغى', 'انقلق', 'أزال', 'قطع', 'استراح', 'دلى', 'دار', 'انقطع', 'حجز', 'قتل', 'حاصر', 'لصق_على_جدار', 'قطع_إشتراكه', 'هزم', 'أوْقف', 'اِضْطجع', 'ثبت', 'اهتز', 'تمّ', 'هدأ', 'حول', 'انتهى', 'اِنْقطع', 'أقام_مؤقتا', 'وفق_في_إنجاز_عمل', 'اسْتراح', 'علق', 'فصل_من_العمل', 'رسخ', 'استند', 'علق_الجلسات', 'طمأن', 'فاصل', 'اعتصم', 'وضع_حدا', 'حمله_على_تغيير_رأيه', 'سدّ', 'سد', 'أثر_على', 'كفّ', 'انقضى', 'عرض', 'جمع', 'تردد', 'بقى', 'توقف_القطار', 'أوقف', 'حظر', 'قام_بزيارة', 'انحرف', 'نكس', 'تثنى', 'تحتجب', 'أعاق', 'وضع_حد', 'توقّف', 'ألْصق', 'سدد_ضربة_إلى', 'أنهى', 'إعترض', 'اِنْتهى', 'بقي', 'استجم', 'اِرْتاح', 'أخرج', 'أربك', 'كان_منتظم_الإيقاع', 'اعترض', 'تخلى', 'عرض_فى', 'ترك', 'علّق', 'توقف', 'هز', 'عاق', 'تمايل', 'أعدم', 'أحبط', 'علق_آماله_على']",وصف للشخص الطفيلي الذي يلتصق بالآخرين ليستغلهم,,إنه علق، لا يتركك حتى يأخذ ما يريد.,,an,no,,,,,,
AR2610,علموية,n,[no_synset],[no_synset_lemma],وصف ازدرائي لمن يؤمن بالعلم بتعصب وتطرف ويرفض ما سواه,,يرفض أي نقاش ديني لأنه من أتباع العلموية.,,cds,no,,,,,,
AR886,عليل,n,[no_synset],[no_synset_lemma],وصف لشخص بأن تفكيره أو خلقه مريض وفاسد,,إنه رجل عليل النفس، يجد لذة في إيذاء الناس.,,or,no,,,,,,
AR402,عناد,n,['omw-arb-04907269-n'],[no_synset_lemma],الإصرار على الباطل أو الخطأ مع العلم به,,عناده هو سبب كل مشاكله.,,an,no,,,,,,
AR399,عِناد,n,['omw-arb-04907269-n'],"['لجاجة', 'عِناد', 'صلابة']",تكرار لعناد، ويعني الإصرار على الخطأ بتحدٍ,,توقف عن هذا العناد الطفولي.,,cds,no,,,,,,
AR608,عنجهية,n,['omw-arb-04887912-n'],[no_synset_lemma],كبر وغرور وتعالٍ على الناس بصلف وغباء,,عنجهيته لا تطاق وتثير غضب الجميع.,,svp,no,,,,,,
AR778,عنزة,n,[no_synset],[no_synset_lemma],شتيمة تصف الشخص (غالباً المرأة) بالغباء والعناد,,إنها عنزة عنيدة لا تفهم شيئاً.,,an,no,,,,,,
AR2759,عنوة,n,['omw-arb-00965404-n'],[no_synset_lemma],أخذ الشيء بالقوة والقهر، اغتصاب الحقوق,,أخذوا أرضه عنوة بالبلطجة.,,re,no,,,,,,
AR68,عنيد,a,[no_synset],[no_synset_lemma],شخص يصر على رأيه أو فعله الخاطئ ولا يتراجع,,لا تحاول إقناعه، إنه رجل عنيد.,,an,no,,,,,,
AR2635,عنيف,a,[no_synset],[no_synset_lemma],شخص يستخدم القوة الجسدية لإيذاء الآخرين والسيطرة عليهم,,زوجها رجل عنيف يضربها دائماً.,,re,no,,,,,,
AR1537,عهر,n,['omw-arb-02554066-v'],"['عاهر_بكثرة_الفجر', 'تتعهر', 'عهر', 'زنى', 'تمارس_الزنا', 'زَنَى', 'فجر', 'تمارس_البغاء', 'تاجر_بمؤهلا_ت']",الفساد الأخلاقي الشديد والفجور، خاصة الجنسي,,هذا المكان مرتع للعهر والفساد.,,pr,no,,,,,,
AR2414,غاضب,a,['omw-arb-00113818-a'],[no_synset_lemma],الحالة النفسية التي تعبر عن الاستياء الشديد والعداء,,كان غاضباً لدرجة أنه لم يستطع الكلام.,,svp,no,,,,,,
AR2100,غباء,n,['omw-arb-04891333-n'],"['غباوة', 'جهاْلة', 'حماقة', 'حُمْق', 'غباء', 'جهْل']",صفة قلة الفهم والعقل، وتستخدم كإهانة مباشرة,,لم أرَ غباءً مثل هذا من قبل.,,ddp,yes,,,,,,
AR2112,غباوة,n,['omw-arb-04891333-n'],"['غباوة', 'جهاْلة', 'حماقة', 'حُمْق', 'غباء', 'جهْل']",شكل من الغباء الشديد والبلادة وعدم الفطنة,,غباوته تمنعه من فهم أبسط الأمور.,,asm,no,,,,,,
AR195,غبي,n,[no_synset],[no_synset_lemma],شتيمة مباشرة تصف الشخص بأنه قليل الفهم والعقل,,أنت أغبى شخص قابلته في حياتي.,,cds,no,,,,,,
AR2785,غجر,n,[no_synset],[no_synset_lemma],وصف مهين لمجموعة بأنهم بلا أصل أو أخلاق، وغير متحضرين,,يتصرفون مثل الغجر في الشارع.,,ps,yes,,,,,,
AR1039,غدر,n,['omw-arb-00749767-n'],[no_synset_lemma],خيانة العهد ونقض الأمانة بشكل خسيس,,طعنه في ظهره، يا له من غدر.,,cds,no,,,,,,
AR610,غرور,n,"['omw-arb-04835028-n', 'omw-arb-07508486-n']",[no_synset_lemma],إعجاب الشخص بنفسه بشكل مفرط يدفعه لاحتقار الآخرين,,غروره سوف يؤدي به إلى الهلاك.,,svp,no,,,,,,
AR1046,غش,n,"['omw-arb-02244956-v', 'omw-arb-02537407-v', 'omw-arb-02575082-v', 'omw-arb-02574516-v', 'omw-arb-01118081-v', 'omw-arb-02242464-v', 'omw-arb-02573275-v', 'omw-arb-02123424-v']","['إنطلق_بسرعة', 'ضلل', 'غرر', 'خَانَ', 'نحت', 'تعامل', 'نخس', 'خاتل', 'قايض', 'باع_بصورة_جيدة', 'عالج', 'اِحْتال', 'خز', 'جلد_بالسوط', 'لدغ', 'غشّ', 'قنع', 'نقش', 'خان', 'ثقب', 'حظي_بالقبول', 'وَخَزَ', 'أذْعن', 'فضح_سرك', 'احتال', 'أحرق', 'خدع', 'بحث_العلاقات_التجارية', 'أفشى_سرا', 'خَدَعَ', 'باع', 'تاجر', 'خَضَعَ', 'دلّس', 'إحتال_للحصول_على', 'زَيَّفَ', 'رخي_أذنه_للسمع', 'بحث_في', 'كذب', 'زَوَّرَ', 'وزع', 'لسع', 'تسوق', 'ضلّل', 'باع_بسعر_محدد', 'جرح', 'سرق', 'سلّم', 'جلد', 'نخز', 'ابتز', 'تنتصب_أذنا_الحيوان', 'إستشعر_ضيقا', 'قرص', 'ساوم', 'روج_لبضاعة', 'غش', 'نقل_نبتة_من_إلي']",الخداع في معاملة أو امتحان للحصول على ميزة غير مستحقة,,نجح بالغش وليس بجهده.,,dmc,yes,,,,,,
AR1723,غشاش,n,['omw-arb-10334782-n'],[no_synset_lemma],الشخص الذي يمارس الغش والخداع كطبع له,,هذا تاجر غشاش، لا تشتري منه.,,dmc,yes,,,,,,
AR2756,غصب,n,"['omw-arb-00965404-n', 'omw-arb-04625882-n']","['اضطر', 'دخل_بصعوبة', 'سحق', 'غصب', 'توغل', 'فرض', 'أقحم', 'دفع_بالقوة', 'كبس_على', 'إنتزع_عنوة', 'أرهق', 'اغتصب', 'سرع', 'شق_طريقة_بصعوبة', 'أدخل', 'شق_طريقه_بالقوة', 'ضغط', 'أكْره', 'تجبر', 'أجْبر', 'كره', 'أجبر_على_الطاعة', 'عصر', 'إبتز_المال']",أخذ حق أو مال بالقوة والإكراه والظلم,,غصب حقه في الميراث.,,re,no,,,,,,
AR1409,غضب,n,['omw-arb-01787106-v'],"['أطلق', 'صدم', 'استاء', 'عقد', 'سحن', 'اِسْتثار', 'احتوى', 'تحرش', 'رفع_الكأس_لإحد', 'رد', 'تفاقم', 'زاد_النار_إشتعالا', 'ابتعد', 'أنتج', 'أغاظ', 'أغْضب', 'لدغ', 'خمر', 'آذَى', 'حمّى', 'سد_دينه', 'آلَمَ', 'بهر', 'مد_يده', 'صرف', 'كابد', 'انجرح', 'حقق_النصر', 'عاقب', 'أثمر', 'أيد', 'إصتدم_ب', 'تنشر', 'أنرفز', 'سند', 'إرتكب_مخالفة', 'تقاذف', 'رض', 'حل_من_إلتزام', 'أنْهك', 'استفز', 'وَلَدَ', 'ناصر', 'اصطف', 'رخي_حبلا', 'حاكم', 'حث', 'حاز', 'غيظ', 'أثار_الاستياء', 'إتخذ_موقف', 'أعال', 'خضع', 'أسخط', 'أبقى', 'واقف', 'زاد_خطورة', 'حزن', 'نجح_في_حمل', 'كفى', 'استحث', 'صعّد', 'دبر', 'غيْظ', 'أمل', 'وجه_ضربة', 'ربى', 'شجع', 'اعتدى', 'ضحك', 'ربى_الماشية', 'إِسْتبْقى', 'قتل', 'اضطر', 'عتل', 'أضرم_النار', 'احتمل', 'تألم', 'خضع_لعملية_ما', 'صمد', 'رفع', 'أهان', 'دعم', 'احتفظ', 'ترقّب', 'سلم_الروح', 'حملتْ', 'قاوم', 'كان_دون_غيره_جودة', 'عذب', 'أصبح_أسوأ', 'توقع', 'حبس_النفس', 'أشتم', 'سدد_حسابه', 'جعله_أسوأ', 'تسامح_ب', 'أحرق', 'نكد', 'نقذ', 'أبرئ', 'أثار', 'تثاقل_على', 'سلم', 'استولى', 'شيد', 'اشتمل', 'لاقى', 'اِهْتِياج', 'حول', 'ساعد', 'أضرم', 'أحْنق', 'تضمن', 'عبر', 'ساء', 'سلك', 'طرد', 'دفع', 'ترشح', 'أسْخط', 'نهك', 'حصّل', 'رقى', 'نقل', 'ولد', 'رافق', 'جرح', 'سبب_ألما_جسديا', 'استيقظ', 'حصى', 'أزعج', 'اعتمد', 'حرض', 'حرك', 'استحوذ', 'كان_مصدر_إزعاج', 'سخّن', 'قوى', 'خَدَشَ', 'جمع_تبرعات', 'طول', 'أعطى', 'أصابه_بطاعون', 'إرتكب_جنحة', 'إِحْتفظ', 'أحدث', 'أطاق', 'تكبد', 'اٍحْتوى', 'أمسك', 'ضر', 'سامح', 'بقِي', 'سدد_دين', 'اِسْتحثّ', 'ألم', 'جُنُون', 'كبح', 'واكب', 'تنتظر_مولودا', 'تطلع_الى', 'تراجع', 'كدم', 'أيقظ', 'قام_بنفقة_كذا', 'استمر', 'أدى', 'عقّد', 'ناقش_مطولا', 'زاد_المبلغ_المراهن_عليه', 'جمع', 'ساوى', 'عانى', 'رحل', 'أزّم', 'تلفظ_بقوة', 'نزل_به_كارثة', 'أضْجر', 'تنْتظِرُ_موْلُوداً', 'خطب', 'رفع_لأعلى', 'حكّ', 'عزز', 'تساهل', 'أوقف', 'جرح_المشاعر', 'ثَوْرَة', 'رب', 'تحمّل', 'حوى', 'وفى_بوعده', 'أيْقظ', 'أنهض', 'لسع', 'ألقى_خطابا', 'نكّد', 'قضى', 'خَرْبَشَ', 'ألقى', 'سُخْط', 'ذنب', 'سوق', 'نشر', 'صادر', 'هيّج', 'حرر', 'استوعب', 'ثور', 'أشعل', 'سعل_مخرجا_البلغم', 'تصور', 'أقلق', 'أبعد', 'وصل', 'تعقب', 'أثار_قضية', 'أهاج', 'سمح', 'أثار_سُخْط', 'رفع_معنوياته', 'أزْعج', 'ضايق', 'اتسع', 'لزم', 'مشى', 'قاد', 'قبض_على', 'نزل_به_ضررا', 'وفى', 'وقف', 'أضعف', 'بقي', 'شال', 'أحْمى', 'غضب', 'توقّع', 'هضم', 'ودع', 'قاسى', 'أنْتج', 'التفت', 'تدهور', 'إنتهك_حرمة', 'أعْضب', 'تصرف', 'فصل', 'حمى', 'ملك', 'أبحر_في_إتجاه_معين', 'أرْهق', 'إغتاظ_من', 'ظل_قائما', 'ربح', 'زور_شيكا', 'غلّ', 'كدر', 'تصرّف', 'أربك', 'هاج', 'أجج', 'غل', 'انتهك', 'تخلى', 'كبت', 'آذى', 'تنازل', 'تحمل', 'أرهق', 'كان_في_موقف', 'تولى', 'ترك', 'سخن', 'شغل', 'أعْطى', 'برز', 'صبر', 'سخن_قليلا', 'حير', 'وزع', 'أدخل', 'وهب', 'رد_بالنار', 'حمل', 'صعّب', 'وسع', 'رفع_الستارة', 'إِنْتظر', 'اِسْتفزّ', 'تحرّش', 'عاق', 'دفع_الثمن', 'أرسل', 'غاظ', 'حل', 'ترقب', 'خلى_مكانه_ل', 'بلغ_مسافة_ما', 'نهض', 'نغّص']",شعور بالاستياء الشديد والرغبة في الانتقام,,كان وجهه محمراً من الغضب.,,svp,no,,,,,,
AR1636,غطرسة,n,['omw-arb-04887912-n'],[no_synset_lemma],التكبر والتجبر والتعالي على الناس بوقاحة,,يكلم الناس بغطرسة وكأنه أفضل منهم.,,cds,no,,,,,,
AR482,غلطات,n,[no_synset],[no_synset_lemma],وصف شخص بأنه عبارة عن مجموعة من الأخطاء والعيوب,,أنت مجرد غلطة في حياة والديك.,,qas,no,,,,,,
AR274,غليظ,n,[no_synset],[no_synset_lemma],شخص فظ، جافٍ في التعامل، وعديم اللباقة,,إنه رجل غليظ القلب واللسان.,,ps,yes,,,,,,
AR631,غوغاء,n,['omw-arb-08184600-n'],[no_synset_lemma],وصف مهين لجمهور غير منظم، يثير الشغب والفوضى,,تحركت الغوغاء لإحراق الممتلكات العامة.,,cds,no,,,,,,
AR1050,غوغائي,a,[no_synset],[no_synset_lemma],شخص يثير مشاعر العامة والدهماء بالكذب لتحقيق أهدافه,,إنه سياسي غوغائي لا يملك أي برنامج حقيقي.,,qas,no,,,,,,
AR1051,غوغائية,n,[no_synset],[no_synset_lemma],أسلوب يعتمد على إثارة غرائز وعواطف العامة بدلاً من المنطق,,خطابه مليء بالغوغائية والشعارات الفارغة.,,cds,no,,,,,,
AR1407,غيظ,n,"['omw-arb-01785971-v', 'omw-arb-01793177-v', 'omw-arb-00063291-v', 'omw-arb-01759326-v', 'omw-arb-01789514-v', 'omw-arb-01786906-v', 'omw-arb-01787955-v']","['أطلق', 'صدم', 'استاء', 'اِسْتثار', 'رفع_الكأس_لإحد', 'تحرش', 'زاد_النار_إشتعالا', 'أغاظ', 'أغْضب', 'لدغ', 'خمر', 'آذَى', 'آلَمَ', 'بهر', 'انجرح', 'إصتدم_ب', 'أنرفز', 'إرتكب_مخالفة', 'تقاذف', 'رض', 'أنْهك', 'استفز', 'حث', 'غيظ', 'أسخط', 'حزن', 'استحث', 'ربى', 'اعتدى', 'ضحك', 'ربى_الماشية', 'قتل', 'أضرم_النار', 'رفع', 'أهان', 'عذب', 'أشتم', 'أحرق', 'نكد', 'أثار', 'تثاقل_على', 'شيد', 'أضرم', 'أحْنق', 'ساء', 'نهك', 'أسْخط', 'رقى', 'سبب_ألما_جسديا', 'جرح', 'استيقظ', 'حصى', 'أزعج', 'حرك', 'حرض', 'كان_مصدر_إزعاج', 'جمع_تبرعات', 'أصابه_بطاعون', 'إرتكب_جنحة', 'أحدث', 'ضر', 'اِسْتحثّ', 'ألم', 'كدم', 'أيقظ', 'ناقش_مطولا', 'زاد_المبلغ_المراهن_عليه', 'جمع', 'تلفظ_بقوة', 'نزل_به_كارثة', 'أضْجر', 'جرح_المشاعر', 'رفع_لأعلى', 'رب', 'أيْقظ', 'أنهض', 'لسع', 'نكّد', 'ذنب', 'هيّج', 'أشعل', 'ثور', 'سعل_مخرجا_البلغم', 'أقلق', 'أثار_قضية', 'أثار_سُخْط', 'أزْعج', 'أهاج', 'ضايق', 'رفع_معنوياته', 'نزل_به_ضررا', 'أضعف', 'شال', 'غضب', 'إنتهك_حرمة', 'أعْضب', 'فصل', 'أرْهق', 'إغتاظ_من', 'زور_شيكا', 'كدر', 'أربك', 'هاج', 'أجج', 'انتهك', 'آذى', 'أرهق', 'برز', 'سخن_قليلا', 'حير', 'رد_بالنار', 'رفع_الستارة', 'اِسْتفزّ', 'تحرّش', 'عاق', 'غاظ', 'سحن', 'نهض', 'نغّص']",أشد الغضب والحقد الكامن في النفس,,مات بغيظه عندما رأى نجاحي.,,svp,no,,,,,,
AR345,فاحشة,n,"['omw-arb-00746033-n', 'omw-arb-00745637-n']",[no_synset_lemma],الفعل القبيح جداً، وخاصة الزنا وما في حكمه,,ارتكب الفاحشة في وضح النهار.,,dmc,yes,,,,,,
AR1272,فاسق,n,[no_synset],[no_synset_lemma],شخص خارج عن طاعة الله، مرتكب للكبائر والمعاصي علناً,,إنه رجل فاسق لا يهتم بالدين أو الأخلاق.,,dmc,yes,,,,,,
AR1327,فاشستي,n,['omw-arb-10079893-n'],[no_synset_lemma],وصف ازدرائي لشخص مستبد، عنصري، ويؤمن بالقوة والعنف,,أساليبه في الإدارة فاشستية.,,ps,yes,,,,,,
AR1423,فاشستية,n,[no_synset],[no_synset_lemma],إيديولوجية سياسية تقوم على الديكتاتورية والعنصرية والقومية المتطرفة,,الفاشستية نظام قمعي مدمر.,,cds,no,,,,,,
AR1420,فاشي,n,[no_synset],[no_synset_lemma],"مرادف ""فاشستي""، يصف شخصاً أو نظاماً يؤمن بالاستبداد والعنف",,إنه حاكم فاشي قمع شعبه.,,cds,no,,,,,,
AR1325,فاشية,n,[no_synset],[no_synset_lemma],"مرادف ""فاشستية""، نظام حكم استبدادي عنصري",,العالم عانى من ويلات الفاشية.,,cds,no,,,,,,
AR1727,فجور,n,['omw-arb-04850589-n'],[no_synset_lemma],الانغماس في المعاصي والشهوات بشكل علني وبلا حياء,,حياته كانت مليئة بالفجور والفسق.,,dmc,yes,,,,,,
AR1012,فرج,n,[no_synset],[no_synset_lemma],كلمة بذيئة تشير إلى العضو التناسلي للمرأة، وتستخدم كشتيمة قاسية,,تستخدم في أقذع الشتائم التي تطعن في شرف المرأة.,,asf,no,,,,,,
AR2745,فساد,n,"['omw-arb-13456715-n', 'omw-arb-04850589-n', 'omw-arb-13464204-n', 'omw-arb-07420770-n', 'omw-arb-14560612-n']","['فساد', 'تعفُّن', 'ضرر', 'فُجُور', 'تراجُع', 'أذى', 'فُسُوق', 'تدهْوُر', 'تسوُّس', 'اِنْحِطاط', 'تلف']",انحراف أخلاقي أو مالي، خراب الذمم والمبادئ,,الفساد منتشر في هذه المؤسسة.,,cds,no,,,,,,
AR1266,فسق,n,['omw-arb-02579447-v'],"['فسد_أخلاق_فلان', 'أضعف_المعنويات', 'ثبط', 'فاسد', 'حرف', 'رشا', 'فسق', 'أضلّ', 'شوش', 'أربك', 'فسد', 'أفْسد']",الخروج عن حدود الدين والأخلاق، الانحلال,,هذا المكان مليء بالفسق والفجور.,,dmc,yes,,,,,,
AR1738,فسوق,n,['omw-arb-04850589-n'],[no_synset_lemma],صيغة أخرى للفسق، وتعني الانحراف عن الطريق المستقيم,,حذرهم من الفسوق والعصيان.,,svp,no,,,,,,
AR99,فضلة,n,['omw-arb-15004501-n'],[no_synset_lemma],وصف مهين لشخص بأنه من بقايا الناس وحثالتهم,,أنت مجرد فضلة من فضلات المجتمع.,,qas,no,,,,,,
AR1460,فضولي,n,['omw-arb-00664449-a'],[no_synset_lemma],شخص يتدخل في شؤون الآخرين بشكل مزعج وغير لائق,,لا تكن فضولياً، هذا الأمر لا يعنيك.,,cds,no,,,,,,
AR508,فظاظة,n,"['omw-arb-04710127-n', 'omw-arb-01224031-n']","['مشقّة', 'خُشُونَة', 'قسْوة', 'نصب', 'صرامة', 'حِدّة', 'قِلّة_ذوْق', 'غِلْظ', 'فظاظة', 'شِدّة', 'فجاجة', 'قِلّة_تهذيب', 'غلاظة', 'شظف', 'قساوة', 'قِلّة_أدب', 'غِلْظة', 'وَقَاحَة']",الجفاء والغلظة في القول والفعل بشكل جارح,,عاملني بفظاظة لا مثيل لها.,,pa,yes,,,,,,
AR1682,فقر,n,"['omw-arb-02317661-v', 'omw-arb-01564144-v', 'omw-arb-01566490-v']","['هدم', 'فقر', 'ألحق_الضرر_ب', 'أضعف_الأرض', 'سلب_المرأة_عفافها', 'فلس', 'تهدم', 'أفْقر', 'انهار', 'سلبه_الخصب', 'خرب', 'خَرَّبَ', 'أباد', 'افتقر', 'هدّم', 'أضْعف', 'أحْوج', 'دمر', 'دمّر', 'أذي', 'أحبط', 'تلف']",تستخدم للتحقير والإشارة إلى ضآلة الفكر أو الإمكانيات,,الفقر ليس عيباً، ولكن تفكيرك الفقير هو العيب.,,is,yes,,,,,,
AR2467,فقير,n,[no_synset],[no_synset_lemma],تستخدم كإهانة طبقية للتحقير من شخص بسبب وضعه المالي,,نظر إليه باحتقار لأنه فقير.,,is,yes,,,,,,
AR1322,فلاح,n,['omw-arb-03146846-n'],[no_synset_lemma],إهانة طبقية تصف الشخص بأنه قروي، متخلف، وغير متحضر,,"يتكلم بلهجة ""فلاحين"" للسخرية منه.",,qas,no,,,,,,
