Word,POS,Stereotype,Tag,Synset,Source,Glossa,Glossa EN,Lingua Glossa,Simona,Komal,Commenti Simona,Commenti Komal,Disagreement 3-0,Disagreement 1/2-0,agreement,Viviana,Valerio
latrare,v,no,an,bn:00083126v,OMWIKI,Produrre un breve suono esplosivo forte simile a quello di un cane.,Make barking sounds,it,1,1,,,,,TRUE,,
pasticcio,n,no,qas,bn:00055400n,IWN,"Mescolanza di due o più sostanze;mescolanza confusa di cose o di sostanze diverse;ciò che risulta dall'unione di più cose;mescolanza di cose o di sostanze diverse;unione confusa di cose o di sostanze diverse.// Mescolanza di cose o di sostanze diverse// Ciò che risulta dall'unione di più cose// Unione confusa di cose o di sostanze diverse// Mescolanza di due o più sostanze// Mescolanza confusa di cose o di sostanze diverse// Normalmente in natura è assai improbabile che la materia si trovi sotto forma di sostanza pura, ma il più delle volte si presenta sotto forma di miscela.",(chemistry) a substance consisting of two or more substances mixed together (not in fixed proportions and not with chemical bonding),it,3,2,,,,,FALSE,,2
latrina,n,no,cds,bn:00020920n,OMWIKI,"Una stanza equipaggiata con almeno un apparecchio sanitario, come una vasca da bagno, una doccia, un lavandino o un gabinetto.",A toilet that is available to the public,it,1,1,,,,,TRUE,,
latrina,n,no,cds,bn:00009020n,OMWN_IT,"Stanza da bagno// Una stanza equipaggiata con almeno un apparecchio sanitario, come una vasca da bagno, una doccia, un lavandino o un gabinetto.",A room or building equipped with one or more toilets,it,1,1,,,,,TRUE,,
latrina,n,no,cds,bn:00050185n,OMWN_IT,"Il gabinetto o latrina è il luogo, privato o pubblico, deputato all'espletamento dei bisogni fisiologici ed alla pulizia quotidiana del corpo.// Locale, solitamente pubblico, fornito di impianti igienici// Semplice servizio igienico, di solito solo una buca o una fossa per defecare.",A public toilet in a military area,it,1,1,,,,,TRUE,,
lazzerone,n,yes,dmc,bn:00071140n,WIKI,"Per slacker, in inglese, si intende una persona che, pur essendo mentalmente, fisicamente e legalmente capace di svolgere un lavoro normale, non svolge né desidera svolgere una vera e propria attività lavorativa di alcun tipo.",A person who shirks his work or duty (especially one who tries to evade military service in wartime),it,3,3,,,,,TRUE,,
leggina,n,no,cds,bn:00014354n,WIKI,Il termine leggina è derivato dal gergo dottrinario del diritto e identifica una proposta di legge su una materia di interesse minimo e locale.,A rule adopted by an organization in order to regulate its own affairs and the behavior of its members,it,0,0,,,,,TRUE,,
leguleio,n,yes,pa,**NotInBN***,,,,,,,,,,,,,
levantinismo,n,yes,ps,**NotInBN***,,,,,,,,,,,,,
levantino,a,yes,ps,bn:00105895a,OMWN_IT,Of or relating to the Levant or its inhabitants,Of or relating to the Levant or its inhabitants,en,0,0,,,,,TRUE,,
accozzaglia,n,no,qas,bn:00055408n,OMWN_IT,A disorderly crowd of people,A disorderly crowd of people,en,1,2,,,FALSE,FALSE,FALSE,,2
mollusco,n,no,an,bn:00055577n,WIKI,"I molluschi costituiscono il secondo phylum del regno animale per numero di specie dopo gli artropodi, con oltre 110.000 specie note.// Phylum del regno animale",Gastropods; bivalves; cephalopods; chitons,it,0,1,,,,,FALSE,,1
mestierante,n,no,cds,bn:00055654n,OMWN_IT,Someone whose main interest in life is moneymaking,Someone whose main interest in life is moneymaking,en,1,2,,,,,FALSE,,1
mongolo,n,yes,ps,bn:00055658n,OMWN_IT,"Abitante nativo della Mongolia// Popolazione originaria della Mongolia// I Mongoli sono il popolo storicamente abitante della Mongolia, paese situato nell'Asia orientale.",A member of the nomadic peoples of Mongolia,it,1,0,,,,,FALSE,,1
moralismo,n,no,cds,bn:00055855n,WNTR,Indulgence in moral pronouncements; the exposition (often superficially) of a particular moral code,Indulgence in moral pronouncements; the exposition (often superficially) of a particular moral code,en,1,2,,,,,FALSE,,2
zanzara,n,no,an,bn:00055977n,IWN,"Piccolo insetto, diffuso nei luoghi umidi, la cui femmina punge uomini e animali succhiandone il sangue// Le zanzare sono una famiglia di insetti dell'ordine dei Ditteri.// Famiglia di insetti dell''ordine dei Ditteri// Piccolo insetto volante (della famiglia Culicidi), noto per mordere e succhiare il sangue.",Two-winged insect whose female has a long proboscis to pierce the skin and suck the blood of humans and animals,it,1,0,,,,,FALSE,,1
falena,n,no,an,bn:00055998n,OMWN_IT,"Farfalla notturna.// Farfalla notturna// Le falene sono degli insetti che, come le farfalle, appartengono all'ordine dei Lepidotteri.",Typically crepuscular or nocturnal insect having a stout body and feathery or hairlike antennae,it,1,0,,,,,FALSE,,1
falena,n,no,pr,bn:00055998n,OMWN_IT,"Farfalla notturna.// Farfalla notturna// Le falene sono degli insetti che, come le farfalle, appartengono all'ordine dei Lepidotteri.",Typically crepuscular or nocturnal insect having a stout body and feathery or hairlike antennae,it,1,0,,duplicato,,,FALSE,,1
muso,n,no,an,bn:00056062n,OMWN_IT,A disdainful grimace,A disdainful grimace,en,1,2,,,,,FALSE,,1
mozzarella,n,yes,dmc,bn:00056178n,OMWN_IT,"Formaggio tipico della Campania, a pasta bianca e morbida, prodotto con latte di bufala o di vacca// La mozzarella è un latticino a pasta filata originario della Campania e che da secoli è prodotta anche nel resto del Sud e nel Centro Italia; oggi la sua produzione è diffusa in vari paesi del mondo.// Formaggio fresco italiano// Formaggio italiano bianco, morbido e dal gusto delicato.",Mild white Italian cheese,it,1,0,per estensione anche la pelle troppo bianca,,,,FALSE,,1
lumaca,n,no,an,bn:00063045n,OMWN_IT,Persona lenta.// Persona lenta,Someone who moves slowly,it,3,3,,,,,TRUE,,
lumaca,n,no,an,bn:00072241n,BABELNET,A unit of mass equal to the mass that accelerates at 1 foot/sec/sec when acted upon by a force of 1 pound; approximately 14.5939 kilograms,A unit of mass equal to the mass that accelerates at 1 foot/sec/sec when acted upon by a force of 1 pound; approximately 14.5939 kilograms,en,,0,"è un unità di misura simile alla libra, non è correttamente attribuita al lemma lumaca",,,,TRUE,,
mulo,n,no,an,bn:00056255n,OMWN_IT,"Quadrupede domestico nato dall'incrocio tra un asino e una cavalla, infecondo, molto robusto e usato come animale da soma o da sella// Il mulo è un ibrido sterile a causa del suo corredo cromosomico dispari, e deriva dall'incrocio tra l'asino stallone con 31 coppie di cromosomi e la cavalla con 32 coppie di cromosomi.// Figlio di un asino e di una cavalla.",Hybrid offspring of a male donkey and a female horse; usually sterile,it,1,0,,,,,FALSE,,1
muso,n,no,an,bn:00056555n,OMWN_IT,Parte anteriore prominente della testa degli animali,Forward projecting part of the head of certain animals; includes the jaws and nose,it,1,0,,,,,FALSE,,1
grugno,n,no,an,bn:00057115n,OMWN_IT,A long projecting or anterior elongation of an animal's head; especially the nose,A long projecting or anterior elongation of an animal's head; especially the nose,en,1,0,,,,,FALSE,,1
lumacone,n,no,an,bn:00063045n,OMWN_IT,Persona lenta.// Persona lenta,Someone who moves slowly,it,3,3,,,,,TRUE,,
muso,n,no,an,bn:00057115n,OMWN_IT,A long projecting or anterior elongation of an animal's head; especially the nose,A long projecting or anterior elongation of an animal's head; especially the nose,en,1,0,,,,,FALSE,,1
secchione,n,no,cds,bn:00057311n,WIKI,Nerd è un termine della lingua inglese con cui viene definito chi ha una certa predisposizione per la tecnologia ed è al contempo tendenzialmente solitario e con una più o meno ridotta propensione alla socializzazione.,An intelligent but single-minded expert in a particular technical field or profession,it,2,3,,,,,FALSE,,3
muso,n,no,an,bn:00058118n,OMWN_IT,A front that resembles a human nose (especially the front of an aircraft),A front that resembles a human nose (especially the front of an aircraft),en,1,0,,,,,FALSE,,0
poppante,n,no,cds,bn:00058330n,OMWN_IT,An infant considered in relation to its nurse,An infant considered in relation to its nurse,en,1,0,per estensione una persona che si comporta come un infante,,,,FALSE,,1
lussuria,n,no,svp,bn:00052372n,OMWN_IT,Self-indulgent sexual desire (personified as one of the deadly sins),Self-indulgent sexual desire (personified as one of the deadly sins),en,2,2,,,,,TRUE,,
malfattore,n,no,cds,bn:00058677n,OMWN_IT,"Chi contravviene a una disposizione, norma o legge.// Chi contravviene a una disposizione, norma o legge",A person who transgresses moral or civil law,it,2,3,,,,,FALSE,,2
lussuria,n,no,svp,bn:14014614n,WIKIDATA,"Lascivious is a word that is synonymous with ""lewd"", ""lustful"", ""indecent"", ""unchaste"", ""licentious"" or ""libidinous"", and is used to convey sexual behavior that is contrary to local moral or other standards of appropriate behavior.","Lascivious is a word that is synonymous with ""lewd"", ""lustful"", ""indecent"", ""unchaste"", ""licentious"" or ""libidinous"", and is used to convey sexual behavior that is contrary to local moral or other standards of appropriate behavior.",en,2,2,,,,,TRUE,,
birro,n,no,cds,bn:00058698n,OMWN_IT,Poliziotto;agente di polizia.// Poliziotto// Agente di polizia// Membro delle forze deputate alla pubblica sicurezza e alla garanzia del rispetto della legge// Un funzionario di un ente di polizia che si occupa di garantire l'applicazione della legge.// Ufficiale maschio di polizia.,A member of a police force,it,1,0,,errato e un duplicato del successivo,FALSE,TRUE,FALSE,,1
lutulento,a,yes,dmc,**NotInBN***,,,,,,,,,,,,,
macrocefalo,a,yes,ddp,bn:00106302a,OMWN_IT,Having an exceptionally large head and brain,Having an exceptionally large head and brain,en,1,1,,,,,TRUE,,
cerusico,n,yes,pa,bn:00059122n,IWN,Medico specializzato per compiere interventi di chirurgia// Medico specializzato in chirurgia,A physician who specializes in surgery,it,3,0,,,,,FALSE,,0
mafia,n,no,cds,bn:00022959n,OMWN_IT,A crime syndicate in the United States; organized in families; believed to have important relations to the Sicilian Mafia,A crime syndicate in the United States; organized in families; believed to have important relations to the Sicilian Mafia,en,2,2,,,,,TRUE,,
mafia,n,no,re,bn:00022959n,OMWN_IT,A crime syndicate in the United States; organized in families; believed to have important relations to the Sicilian Mafia,A crime syndicate in the United States; organized in families; believed to have important relations to the Sicilian Mafia,en,2,2,,,,,TRUE,,
mafia,n,no,cds,bn:00052667n,OMWN_IT,"Con mafia, secondo il significato estensivo del termine, si indica una qualsiasi organizzazione criminale retta dall'omertà e regolata da riti, legami familiari e percorsi iniziatici peculiari che ciascun appartenente, detto affiliato è tenuto a rispettare.// La locuzione «Cosa nostra» viene utilizzata per indicare un'organizzazione criminale di tipo mafioso-terroristico presente in Sicilia, in tutta Italia e in più parti del mondo.// Tipologia di organizzazione criminale// Organizzazione criminale siciliana// Organizzazione criminale.",A secret terrorist group in Sicily; originally opposed tyranny but evolved into a criminal organization in the middle of the 19th century,it,2,2,,,,,TRUE,,
mafia,n,no,re,bn:00052667n,OMWN_IT,"Con mafia, secondo il significato estensivo del termine, si indica una qualsiasi organizzazione criminale retta dall'omertà e regolata da riti, legami familiari e percorsi iniziatici peculiari che ciascun appartenente, detto affiliato è tenuto a rispettare.// La locuzione «Cosa nostra» viene utilizzata per indicare un'organizzazione criminale di tipo mafioso-terroristico presente in Sicilia, in tutta Italia e in più parti del mondo.// Tipologia di organizzazione criminale// Organizzazione criminale siciliana// Organizzazione criminale.",A secret terrorist group in Sicily; originally opposed tyranny but evolved into a criminal organization in the middle of the 19th century,it,2,2,,duplicato,,,TRUE,,
ordinario,n,no,qas,bn:00059441n,OMWN_IT,The expected or commonplace condition or situation,The expected or commonplace condition or situation,en,1,0,,,,,FALSE,,0
ostrogoto,n,yes,ps,bn:00059689n,OMWN_IT,"Gli Ostrogoti erano il ramo orientale dei Goti, una tribù germanica che influenzò gli eventi politici del tardo Impero romano.",A member of the eastern group of Goths who created a kingdom in northern Italy around 500 AD,it,1,0,,,,,FALSE,,1
mafioso,n,no,cds,bn:00052667n,OMWN_IT,"Con mafia, secondo il significato estensivo del termine, si indica una qualsiasi organizzazione criminale retta dall'omertà e regolata da riti, legami familiari e percorsi iniziatici peculiari che ciascun appartenente, detto affiliato è tenuto a rispettare.// La locuzione «Cosa nostra» viene utilizzata per indicare un'organizzazione criminale di tipo mafioso-terroristico presente in Sicilia, in tutta Italia e in più parti del mondo.// Tipologia di organizzazione criminale// Organizzazione criminale siciliana// Organizzazione criminale.",A secret terrorist group in Sicily; originally opposed tyranny but evolved into a criminal organization in the middle of the 19th century,it,3,3,,,,,TRUE,,
mafioso,n,no,re,bn:00052667n,OMWN_IT,"Con mafia, secondo il significato estensivo del termine, si indica una qualsiasi organizzazione criminale retta dall'omertà e regolata da riti, legami familiari e percorsi iniziatici peculiari che ciascun appartenente, detto affiliato è tenuto a rispettare.// La locuzione «Cosa nostra» viene utilizzata per indicare un'organizzazione criminale di tipo mafioso-terroristico presente in Sicilia, in tutta Italia e in più parti del mondo.// Tipologia di organizzazione criminale// Organizzazione criminale siciliana// Organizzazione criminale.",A secret terrorist group in Sicily; originally opposed tyranny but evolved into a criminal organization in the middle of the 19th century,it,3,3,la parola mafioso ha forti connotazioni negative che offendono rispetto a 'criminale',duplicato,,,TRUE,,
mafioso,n,no,cds,bn:00052669n,BABELNET,A member of the Sicilian Mafia,A member of the Sicilian Mafia,en,3,3,,,,,TRUE,,
mafioso,n,no,re,bn:00052669n,BABELNET,A member of the Sicilian Mafia,A member of the Sicilian Mafia,en,3,3,,duplicato,,,TRUE,,
mafioso,n,no,cds,bn:00052670n,WIKITR,A member of the Mafia crime syndicate in the United States,A member of the Mafia crime syndicate in the United States,en,3,3,,duplicato,,,TRUE,,
mafioso,n,no,re,bn:00052670n,WIKITR,A member of the Mafia crime syndicate in the United States,A member of the Mafia crime syndicate in the United States,en,3,3,,duplicato,,,TRUE,,
maialata,n,no,an,**NotInBN***,,,,,,,,,,,,,
civetta,n,no,an,bn:00059733n,WIKI,L'assiolo americano orientale è un uccello appartenente alla famiglia degli Strigidi.// Genere di uccelli// Specie di uccello,Small North American owl having hornlike tufts of feathers whose call sounds like a quavering whistle,it,1,0,,,,,FALSE,,1
maiale,n,no,an,bn:00044359n,OMWN_IT,Persona sporca in senso materiale o morale.// Persona sporca in senso materiale o morale,A person regarded as greedy and pig-like,it,3,3,,,,,TRUE,,
maiale,n,no,an,bn:00062343n,WIKT,A coarse obnoxious person,A coarse obnoxious person,en,3,3,,,,,TRUE,,
bue,n,no,an,bn:00059960n,OMWN_IT,Toro castrato// Bovino domestico (toro o mucca).,An adult castrated bull of the genus Bos; especially Bos taurus,it,1,0,,,FALSE,TRUE,FALSE,,1
maiale,n,no,an,bn:00063606n,OMWN_IT,La carne di maiale come cibo.// La carne di maiale come cibo// Carne di maiale.,Meat from a domestic hog or pig,it,0,0,,,,,TRUE,,
maiale,n,no,an,bn:00065131n,OMWIKI,(Peggiorativo) Persona che è grossa o obesa.,A short fat person,it,3,3,,,,,TRUE,,
bue,n,no,an,bn:00059961n,OMWN_IT,Any of various wild bovines especially of the genera Bos or closely related Bibos,Any of various wild bovines especially of the genera Bos or closely related Bibos,en,1,0,,,FALSE,TRUE,FALSE,,1
bufalo,n,no,an,bn:00059961n,OMWN_IT,Any of various wild bovines especially of the genera Bos or closely related Bibos,Any of various wild bovines especially of the genera Bos or closely related Bibos,en,1,0,,,FALSE,TRUE,FALSE,,1
maiale,n,no,an,bn:03886523n,WIKIDATA,Human torpedoes or manned torpedoes are a type of rideable submarine used as secret naval weapons in World War II.,Human torpedoes or manned torpedoes are a type of rideable submarine used as secret naval weapons in World War II.,en,0,0,,,,,TRUE,,
maiale,n,no,an,bn:09075257n,WIKI,In araldica il maiale compare raramente.// Figura araldica,,it,0,0,,,,,TRUE,,
maialone,n,no,an,**NotInBN***,,,,,,,,,,,,,
malandrino,n,yes,dmc,bn:00008314n,OMWN_IT,An armed thief who is (usually) a member of a band,An armed thief who is (usually) a member of a band,en,3,3,,,,,TRUE,,
pederasta,n,no,om,bn:00060150n,OMWN_IT,"Col termine pederastia, dal greco antico παῖς, ""ragazzo"" o ""fanciullo"", ed εραστής, ""amante"", si indica una relazione, spesso anche di tipo erotico, stabilita tra una persona adulta e un adolescente, che avviene al di fuori dell'ambito familiare.",Sexual relations between a man and a boy (usually anal intercourse with the boy as a passive partner),it,2,3,,,,,FALSE,,2
imbianchino,n,no,qas,bn:00060199n,OMWN_IT,Operaio che imbianca i muri.// Operaio che imbianca i muri,A worker who is employed to cover objects with paint,it,1,0,,,,,FALSE,,1
paparazzo,n,no,cds,bn:00060457n,WIKI,"Con il termine paparazzo si definiscono quei fotografi specializzati nel riprendere personaggi famosi in occasioni pubbliche o nella loro sfera privata, quasi sempre cercando le situazioni più particolari, più rare, più compromettenti.// Fotografo specializzato nel riprendere personaggi famosi in occasioni pubbliche o nella loro sfera privata",A freelance photographer who pursues celebrities trying to take candid photographs of them to sell to newspapers or magazines,it,1,0,,,,,FALSE,,1
malandrino,n,yes,dmc,bn:00069789n,OMWN_IT,"Uomo dall'aspetto poco rassicurante, dall'espressione equivoca o minacciosa.// Uomo dall'aspetto poco rassicurante, dall'espressione equivoca o minacciosa",A wicked or evil person; someone who does evil deliberately,it,3,3,,,,,TRUE,,
passacarte,n,no,cds,bn:00060469n,WIKT,A clerk or bureaucrat who does paperwork,A clerk or bureaucrat who does paperwork,en,1,2,,,,,FALSE,,1
parassita,n,no,qas,bn:00060618n,OMWN_IT,Animale o vegetale che vive a spese di un altro,An animal or plant that lives in or on a host (another animal or plant); it obtains nourishment from the host without benefiting or killing the host,it,1,0,,,,,FALSE,,1
maleducato,n,yes,dmc,bn:00008511n,IWN,"Detto di persona dai modi selvaggi, primitivi.// Detto di persona dai modi selvaggi, primitivi// Barbaro è la parola onomatopeica con cui gli antichi greci indicavano gli stranieri, cioè coloro che non parlavano greco, e quindi non erano di cultura greca.// Sinonimo di ""incivile"" o ""ignorante"".// Persona che vive al di fuori delle società civilizzate.",A crude uncouth ill-bred person lacking culture or refinement,it,3,3,,,,,TRUE,,
maleducato,n,yes,dmc,bn:00027525n,OMWN_IT,Mancanza di rispetto per le regole della buona educazione e del vivere civile.// Mancanza di rispetto per le regole della buona educazione e del vivere civile,A manner that is rude and insulting,it,3,3,,,,,TRUE,,
maleducato,n,yes,dmc,bn:00013868n,OMWN_IT,A person who is not very intelligent or interested in culture,A person who is not very intelligent or interested in culture,en,3,3,,,,,TRUE,,
parassita,n,no,qas,bn:00060620n,OMWN_IT,"Il parassitismo è una forma di interazione biologica, generalmente di natura trofica, fra due specie di organismi di cui uno è detto parassita e l'altro ospite.// Condizione di vita di un organismo che vive per un tempo più o meno lungo a spese di un altro organismo vivente",The relation between two different kinds of organisms in which one receives benefits from the other by causing damage to it (usually not fatal damage),it,1,0,,,,,FALSE,,1
maleducato,a,yes,dmc,bn:00109977a,OMWN_IT,"Detto di persona non educata;maleducato, di rozze maniere.// Maleducato, di rozze maniere// Detto di persona non educata",Lacking civility or good manners- Willa Cather,it,3,3,,,,,TRUE,,
parrocchia,n,no,qas,bn:00060681n,OMWN_IT,La parrocchia è una porzione di una diocesi di una Chiesa cristiana.// Porzione di una diocesi di una Chiesa cristiana,The local subdivision of a diocese committed to one pastor,it,1,0,figurativamente usato per indicare un'ideologia,,,,FALSE,,1
pappagallo,n,no,an,bn:00060741n,IWN,"Uccello esotico, addomesticabile, dai colori smaglianti// Gli Psittaciformi sono un ordine di uccelli neorniti comprendente numerose specie di animali noti col nome comune di pappagalli.// Ordine di uccelli// Uccello dell'ordine dei Psittaciformes, molte specie del quale sono colorato e capaci di mimare la parola umana.",Usually brightly colored zygodactyl tropical birds with short hooked beaks and the ability to mimic sounds,it,1,0,,,,,FALSE,,1
malfattore,n,no,cds,bn:00049305n,OMWN_IT,"Persona scaltra e talvolta poco onesta.// Persona scaltra e talvolta poco onesta// Persona che vive al di fuori della legalità, danneggiando la società.",A deceitful and unreliable scoundrel,it,3,3,,,,,TRUE,,
avarizia,n,no,svp,bn:00060754n,OMWN_IT,Riluttanza estrema a spendere soldi.,Extreme care in spending money; reluctance to spend money unnecessarily,it,1,2,,,FALSE,FALSE,FALSE,,2
malvagio,a,yes,dmc,bn:00098042a,OMWN_IT,"Molto cattivo, detto delle persone e delle loro azioni;crudele;malvagio.// Crudele// Malvagio// Molto cattivo, detto delle persone e delle loro azioni",(of persons or their actions) able or disposed to inflict pain or suffering,it,3,3,,,,,TRUE,,
combriccola,n,no,cds,bn:00060835n,OMWN_IT,A group of people gathered together for pleasure,A group of people gathered together for pleasure,en,1,0,,,,,FALSE,,1
malvagio,n,yes,dmc,bn:00007888n,OMWN_IT,"Persona malvagia, crudele, spietata;persona cattiva.// Persona cattiva",A person who does harm to others,it,3,3,,,,,TRUE,,
malvagio,n,yes,dmc,bn:00032050n,WIKI,"Il male, nella sua opposizione al bene, è ciò che è dannoso, inopportuno, contrario alla giustizia, alla morale o all'onestà, ovvero ciò che è considerato in qualche modo indesiderabile.// Condizione opposta al bene// Qualità o stato di essere cattivo.",The quality of being morally wrong in principle or practice,it,2,2,,,,,TRUE,,
malvagio,a,yes,dmc,bn:00102474a,OMWN_IT,Morally bad or wrong,Morally bad or wrong,en,3,3,,,,,TRUE,,
malvagio,a,yes,dmc,bn:00103048a,OMWIKI,Estremamente malvagio.,"Extremely wicked, deeply criminal",it,3,3,,,,,TRUE,,
malvagio,a,yes,dmc,bn:00107197a,OMWIKI,Estremamente malvagio.,Extremely wicked,it,3,3,,,,,TRUE,,
malvissuto,a,yes,dmc,**NotInBN***,,,,,,,,,,,,,
pisello,n,no,asm,bn:00061139n,WIKT,The fruit or seed of a pea plant,The fruit or seed of a pea plant,en,1,0,,,,,FALSE,,0
pisello,n,no,asm,bn:00061140n,IWN,"Pianta erbacea rampicante largamente coltivata per i semi commestibili// Il pisello è una pianta erbacea annuale appartenente alla famiglia Fabaceae, originaria dell'area mediterranea e orientale.// Specie di pianta della famiglia Fabacee",A leguminous plant of the genus Pisum with small white flowers and long green pods containing edible green seeds,it,1,0,,,,,FALSE,,1
mammalucco,n,yes,ps,bn:00017676n,OMWN_IT,"Il changeling è una creatura fantastica tipica del folklore europeo.// Scarsa intelligenza// Leggenda gallese che serviva a spiegare la mortalità infantile// Persona di scarsa intelligenza// Persona con poco giudizio o intelligenza.// Persona, in particolare un maschio, che è goffo o sempliciotto; un idiota.",A person of subnormal intelligence,it,3,3,,,,,TRUE,,
mammalucco,n,yes,ps,bn:00018991n,OMWN_IT,Persona credula e facile da sfruttare.,A person who is gullible and easy to take advantage of,it,3,3,,,,,TRUE,,
mammalucco,n,yes,ps,bn:00027176n,OMWN_IT,A stupid incompetent person,A stupid incompetent person,en,3,3,,,,,TRUE,,
mandarino,n,yes,pa,bn:00019314n,OMWN_IT,"Albero della famiglia delle Rutacee originario della Cina meridionale, che produce l'omonimo frutto// Il mandarino è un albero da frutto appartenente alla famiglia delle Rutacee..// Albero da frutto appartenente al genere Citrus e alla famiglia Rutaceae// Frutto di un piccolo albero di agrumi (Citrus reticulata), che somiglia all'arancia.",Shrub or small tree having flattened globose fruit with very sweet aromatic pulp and thin yellow-orange to flame-orange rind that is loose and easily removed; native to southeastern Asia,it,0,,,,,,TRUE,,
mandarino,n,yes,pa,bn:00053146n,OMWN_IT,Any high government official or bureaucrat,Any high government official or bureaucrat,en,0,0,,,,,TRUE,,
mandarino,n,yes,pa,bn:00053147n,WIKI,"Un mandarino era un funzionario della Cina imperiale e del Vietnam feudale, dove il sistema degli esami imperiali e dei funzionari-letterati fu adottato appunto sotto l'influenza cinese.",A high public official of imperial China,it,0,0,,,,,TRUE,,
mandarino,n,yes,pa,bn:00076035n,OMWN_IT,A variety of mandarin orange,A variety of mandarin orange,en,0,0,,,,,TRUE,,
mandarino,n,yes,pa,bn:00076036n,WIKI,Il mandarino tangerino è un mandarancio.// Specie di pianta della famiglia Rutaceae,Any of various deep orange mandarins grown in the United States and southern Africa,it,0,0,,,,,TRUE,,
mandarino,n,yes,pa,bn:00009675n,WIKI,"Il dialetto di Pechino, o pechinese, è il dialetto cinese parlato nella zona di Pechino.// Il cinese mandarino talvolta chiamato anche lingua mandarina è una famiglia di parlate locali originarie del nord-est della Cina, appartenenti al più ampio ceppo delle lingue cinesi.// Lingua e insieme dei dialetti parlati dalla maggior parte della popolazione cinese// La lingua ufficiale di Cina e Taiwan.",The dialect of Chinese spoken in Beijing and adopted as the official language for all of China,it,0,0,,,,,TRUE,,
mandarino,n,yes,pa,bn:01810179n,WIKIDATA,"Il cinese standard, talvolta detto anche mandarino standard, è la pronuncia standard per la lingua cinese, ufficializzata per la prima volta nel 1932 in quella che era allora la Repubblica di Cina.// Lingua// La lingua ufficiale di Cina e Taiwan.","Standard Chinese, also known as Mandarin, Putonghua and Guoyu, is a standardized variety of Chinese.",it,0,0,,,,,TRUE,,
mandarino,n,yes,pa,bn:02960420n,WIKI,"Synchiropus splendidus, conosciuto comunemente come Pesce mandarino, è un pesce d'acqua salata, appartenente alla famiglia dei Callionymidae.// Specie di pesce","The mandarinfish or mandarin dragonet, is a small, brightly colored member of the dragonet family, which is popular in the saltwater aquarium trade.",it,0,0,,,,,TRUE,,
mandarino,n,yes,pa,bn:08874238n,WIKI,A destra è mostrato il color mandarino.// Colore,,it,,0,fa riferimento ad info esterne,,,,TRUE,,
mandarino,n,yes,pa,bn:15072432n,WIKIDATA,Frutto della pianta mandarino,Fruit,it,0,0,,,,,TRUE,,
mandarino,n,yes,pa,bn:17714127n,WIKIDATA,Mandarino is a surname.,,en,0,0,,,,,TRUE,,
manesco,a,no,cds,**NotInBN***,,,,,,,,,,,,,
burino,n,yes,rci,bn:00061206n,OMWN_IT,One of a (chiefly European) class of agricultural laborers,One of a (chiefly European) class of agricultural laborers,en,1,3,,,FALSE,FALSE,FALSE,,1
manigoldo,n,no,cds,bn:00049305n,OMWN_IT,"Persona scaltra e talvolta poco onesta.// Persona scaltra e talvolta poco onesta// Persona che vive al di fuori della legalità, danneggiando la società.",A deceitful and unreliable scoundrel,it,3,3,,,,,TRUE,,
manigoldo,n,no,cds,bn:00069789n,IWN,"Uomo dall'aspetto poco rassicurante, dall'espressione equivoca o minacciosa.// Uomo dall'aspetto poco rassicurante, dall'espressione equivoca o minacciosa",A wicked or evil person; someone who does evil deliberately,it,3,3,,,,,TRUE,,
manigoldo,n,no,cds,bn:04848079n,WIKI,Manigoldo // Personaggio de I Cavalieri dello zodiaco,,it,0,0,,,,,TRUE,,
cafone,n,yes,pa,bn:00061206n,OMWN_IT,One of a (chiefly European) class of agricultural laborers,One of a (chiefly European) class of agricultural laborers,en,1,3,,,FALSE,FALSE,FALSE,,1
pedagogo,n,no,cds,bn:00061229n,WIKI,"La pedagogia è la disciplina umanistica che studia l'educazione e la formazione dell'uomo nella sua interezza ovvero lo studio dell'uomo nel suo intero ciclo di vita.// La valutazione, intesa come verifica delle conoscenze, è studiata dalla Docimologia;// Scienza che studia l''educazione e la formazione dell''uomo nella sua interezza// Procedura, tecnica o sistema con piani definiti per istruire o impartire conoscenza.",The principles and methods of instruction,it,1,0,,,,,FALSE,,0
marchetta,n,no,pr,bn:03951911n,WIKI,Il termine marchetta designava una sorta di francobollo che veniva applicato sul libretto assicurativo personale degli operai per attestare l'avvenuto pagamento dei contributi previdenziali e delle assicurazioni sociali.,,it,0,0,,,,,TRUE,,
marchettara,n,no,pr,**NotInBN***,,,,,,,,,,,,,
marmaglia,n,no,cds,bn:00065792n,IWN,La parte peggiore di un gruppo sociale di una comunità.// La parte peggiore di un gruppo sociale di una comunità// La parte più ignobile della popolazione.,Disparaging terms for the common people,it,3,3,,,,,TRUE,,
marmaglia,n,no,cds,bn:00069925n,OMWN_IT,La parte peggiore di un gruppo sociale di una comunità.// La parte peggiore di un gruppo sociale di una comunità,Worthless people,it,3,3,,,,,TRUE,,
marocco,n,yes,rci,bn:14828048n,WIKI,"Marocco è un film del 1939, diretto da Florián Rey.// Film del 1939 diretto da Florián Rey",,it,0,0,,,,,TRUE,,
marronata,n,no,asm,**NotInBN***,,,,,,,,,,,,,
marrone,n,no,asm,bn:00018220n,IWN,Frutto del castagno.// Frutto del castagno,Edible nut of any of various chestnut trees of the genus Castanea,it,0,0,,,,,TRUE,,
